step,loss
1586,100260.1796875
1587,100260.9140625
1588,100261.8828125
1589,100262.78125
1590,100263.25
1591,100264.15625
1592,100264.9609375
1593,100265.8203125
1594,100266.6640625
1595,100267.3828125
1596,100268.1171875
1597,100268.7734375
1598,100269.546875
1599,100270.328125
1600,100271.21875
1601,100271.890625
1602,100272.578125
1603,100273.734375
1604,100274.0703125
1605,100274.9296875
1606,100275.78125
1607,100276.4765625
1608,100277.1875
1609,100277.8828125
1610,100278.9296875
1611,100279.5625
1612,100280.46875
1613,100281.3359375
1614,100281.9375
1615,100282.7890625
1616,100283.5546875
1617,100284.265625
1618,100284.9375
1619,100285.984375
1620,100286.6015625
1621,100287.4609375
1622,100288.125
1623,100288.890625
1624,100289.6875
1625,100290.1953125
1626,100291.125
1627,100291.75
1628,100292.421875
1629,100293.171875
1630,100293.96875
1631,100294.6171875
1632,100295.484375
1633,100296.2109375
1634,100296.765625
1635,100297.609375
1636,100298.453125
1637,100298.921875
1638,100299.96875
1639,100300.4453125
1640,100301.28125
1641,100301.8203125
1642,100302.4296875
1643,100303.40625
1644,100303.90625
1645,100304.7265625
1646,100305.40625
1647,100306.0859375
1648,100306.828125
1649,100307.328125
1650,100307.953125
1651,100308.8984375
1652,100309.6015625
1653,100310.0703125
1654,100310.796875
1655,100311.3671875
1656,100312.1484375
1657,100312.8046875
1658,100313.46875
1659,100314.171875
1660,100314.3984375
1661,100315.4296875
1662,100315.9453125
1663,100316.75
1664,100317.25
1665,100317.921875
1666,100318.078125
1667,100318.5390625
1668,100319.3046875
1669,100319.8359375
1670,100320.4296875
1671,100320.8984375
1672,100321.7109375
1673,100322.328125
1674,100322.8203125
1675,100323.6484375
1676,100324.3203125
1677,100324.8984375
1678,100325.4453125
1679,100325.8828125
1680,100326.6953125
1681,100327.3828125
1682,100327.921875
1683,100328.6015625
1684,100329.1171875
1685,100329.75
1686,100330.4296875
1687,100330.8671875
1688,100331.5703125
1689,100332.015625
1690,100332.5703125
1691,100333.1875
1692,100334.0546875
1693,100334.5625
1694,100335.171875
1695,100335.6171875
1696,100336.2421875
1697,100336.8203125
1698,100337.3046875
1699,100338.1484375
1700,100338.9921875
1701,100340.2890625
1702,100341.359375
1703,100342.6875
1704,100343.859375
1705,100344.7734375
1706,100346.171875
1707,100347.2265625
1708,100348.53125
1709,100349.546875
1710,100350.609375
1711,100351.7890625
1712,100352.9609375
1713,100354.1171875
1714,100355.078125
1715,100356.296875
1716,100357.3359375
1717,100358.390625
1718,100359.46875
1719,100360.5703125
1720,100361.75
1721,100362.53125
1722,100363.7890625
1723,100364.8984375
1724,100365.828125
1725,100366.7421875
1726,100367.8515625
1727,100368.984375
1728,100370.0625
1729,100370.984375
1730,100372.0546875
1731,100372.828125
1732,100374.03125
1733,100374.9765625
1734,100375.8359375
1735,100376.8125
1736,100377.921875
1737,100378.7890625
1738,100379.640625
1739,100380.546875
1740,100381.6796875
1741,100382.6328125
1742,100383.5625
1743,100384.390625
1744,100385.2890625
1745,100386.234375
1746,100387.1484375
1747,100387.984375
1748,100388.7890625
1749,100389.6875
1750,100390.6796875
1751,100391.59375
1752,100392.4296875
1753,100393.2578125
1754,100393.7734375
1755,100394.7109375
1756,100395.3984375
1757,100396.015625
1758,100396.4296875
1759,100397.1640625
1760,100397.984375
1761,100398.75
1762,100399.328125
1763,100400.25
1764,100401.046875
1765,100401.734375
1766,100402.609375
1767,100403.1484375
1768,100403.90625
1769,100404.7421875
1770,100405.3828125
1771,100406.3203125
1772,100407.0234375
1773,100407.59375
1774,100408.59375
1775,100409.234375
1776,100409.9921875
1777,100410.609375
1778,100411.46875
1779,100411.78125
1780,100412.796875
1781,100413.6015625
1782,100414.0546875
1783,100414.6953125
1784,100415.4609375
1785,100416.1953125
1786,100416.7421875
1787,100417.5234375
1788,100418.203125
1789,100418.84375
1790,100419.546875
1791,100420.234375
1792,100420.78125
1793,100421.53125
1794,100422.2578125
1795,100422.609375
1796,100423.5390625
1797,100423.9140625
1798,100424.5859375
1799,100425.4296875
1800,100426.078125
1801,100426.9140625
1802,100427.4140625
1803,100427.90625
1804,100428.6171875
1805,100429.25
1806,100429.7421875
1807,100430.5859375
1808,100431.2421875
1809,100431.796875
1810,100432.3828125
1811,100432.9609375
1812,100433.5
1813,100434.125
1814,100434.9609375
1815,100435.328125
1816,100436.2265625
1817,100436.625
1818,100437.3125
1819,100437.6796875
1820,100438.4375
1821,100439.15625
1822,100439.515625
1823,100440.2578125
1824,100440.7890625
1825,100441.4140625
1826,100441.921875
1827,100442.5
1828,100443.109375
1829,100443.6484375
1830,100444.1328125
1831,100444.8046875
1832,100445.4609375
1833,100446.0859375
1834,100446.6640625
1835,100447.0859375
1836,100447.703125
1837,100448.1171875
1838,100448.890625
1839,100449.6953125
1840,100449.9140625
1841,100450.5234375
1842,100451.1171875
1843,100451.7109375
1844,100452.1328125
1845,100452.8046875
1846,100453.3515625
1847,100453.8125
1848,100454.4140625
1849,100455.015625
1850,100455.390625
1851,100455.84375
1852,100456.6953125
1853,100456.984375
1854,100457.765625
1855,100458.21875
1856,100458.90625
1857,100459.34375
1858,100459.7734375
1859,100460.5703125
1860,100461.0234375
1861,100461.7109375
1862,100462.2890625
1863,100462.7421875
1864,100463.4453125
1865,100463.7265625
1866,100464.5234375
1867,100465.1953125
1868,100465.9296875
1869,100466.8515625
1870,100469.421875
1871,100472.0
1872,100474.65625
1873,100476.984375
1874,100479.359375
1875,100481.7109375
1876,100483.9609375
1877,100486.109375
1878,100488.4921875
1879,100490.9296875
1880,100493.0234375
1881,100495.34375
1882,100497.4375
1883,100499.2734375
1884,100501.78125
1885,100504.46875
1886,100506.765625
1887,100508.859375
1888,100510.53125
1889,100512.4921875
1890,100514.5625
1891,100517.65625
1892,100519.6328125
1893,100521.6328125
1894,100523.8203125
1895,100525.8359375
1896,100527.4453125
1897,100529.40625
1898,100530.8671875
1899,100532.828125
1900,100534.6171875
1901,100536.234375
1902,100537.9609375
1903,100540.03125
1904,100541.6875
1905,100543.4296875
1906,100544.734375
1907,100546.5546875
1908,100548.125
1909,100549.59375
1910,100551.265625
1911,100553.2421875
1912,100554.6484375
1913,100555.9453125
1914,100557.5234375
1915,100559.09375
1916,100560.5390625
1917,100561.9765625
1918,100563.375
1919,100564.65625
1920,100566.6796875
1921,100567.875
1922,100569.3046875
1923,100570.78125
1924,100571.875
1925,100573.484375
1926,100574.84375
1927,100576.453125
1928,100577.65625
1929,100578.9453125
1930,100580.28125
1931,100581.6171875
1932,100582.6796875
1933,100583.9609375
1934,100585.3671875
1935,100586.84375
1936,100588.125
1937,100589.2265625
1938,100590.3125
1939,100591.515625
1940,100592.6328125
1941,100593.8671875
1942,100594.8125
1943,100596.515625
1944,100597.5859375
1945,100598.6640625
1946,100599.8046875
1947,100600.9296875
1948,100601.734375
1949,100602.90625
1950,100604.515625
1951,100605.4453125
1952,100606.5703125
1953,100607.5703125
1954,100608.5859375
1955,100609.65625
1956,100610.6328125
1957,100611.5625
1958,100613.03125
1959,100613.921875
1960,100614.90625
1961,100616.0
1962,100616.9375
1963,100617.71875
1964,100618.53125
1965,100620.3046875
1966,100621.0078125
1967,100621.921875
1968,100623.015625
1969,100623.8359375
1970,100624.53125
1971,100625.75
1972,100626.59375
1973,100627.9609375
1974,100628.8359375
1975,100629.75
1976,100631.328125
1977,100633.15625
1978,100634.734375
1979,100636.4609375
1980,100638.6640625
1981,100640.40625
1982,100642.0625
1983,100643.71875
1984,100645.2734375
1985,100646.921875
1986,100648.6875
1987,100650.1953125
1988,100652.2890625
1989,100653.90625
1990,100655.5625
1991,100657.078125
1992,100658.5390625
1993,100660.1328125
1994,100661.53125
1995,100663.7890625
1996,100665.203125
1997,100666.6953125
1998,100668.078125
1999,100669.59375
2000,100670.90625
2001,100672.453125
2002,100674.453125
2003,100677.2109375
2004,100679.296875
2005,100681.234375
2006,100683.375
2007,100685.5078125
2008,100687.53125
2009,100689.46875
2010,100691.8125
2011,100693.8515625
2012,100695.859375
2013,100697.71875
2014,100699.7734375
2015,100701.4921875
2016,100703.34375
2017,100705.1796875
2018,100707.6015625
2019,100709.3046875
2020,100711.0703125
2021,100712.796875
2022,100714.546875
2023,100716.2265625
2024,100717.9296875
2025,100719.71875
2026,100721.8046875
2027,100723.7109375
2028,100725.09375
2029,100726.859375
2030,100728.5546875
2031,100729.7421875
2032,100731.6484375
2033,100733.25
2034,100734.671875
2035,100736.5078125
2036,100738.265625
2037,100739.734375
2038,100741.3203125
2039,100742.7109375
2040,100744.2578125
2041,100745.6875
2042,100747.078125
2043,100748.921875
2044,100750.484375
2045,100751.6875
2046,100753.3359375
2047,100754.71875
2048,100756.09375
2049,100757.46875
2050,100758.6953125
2051,100760.0859375
2052,100761.375
2053,100763.3984375
2054,100764.515625
2055,100765.890625
2056,100767.0859375
2057,100768.6171875
2058,100769.828125
2059,100770.984375
2060,100772.4453125
2061,100774.375
2062,100775.4296875
2063,100776.5390625
2064,100777.84375
2065,100779.234375
2066,100780.484375
2067,100781.6953125
2068,100782.8046875
2069,100784.0
2070,100785.609375
2071,100786.90625
2072,100787.9140625
2073,100789.1640625
2074,100790.3515625
2075,100791.4140625
2076,100792.4296875
2077,100793.5859375
2078,100794.6015625
2079,100796.2890625
2080,100797.5859375
2081,100798.6171875
2082,100800.0078125
2083,100800.828125
2084,100802.25
2085,100803.203125
2086,100804.578125
2087,100805.59375
2088,100807.046875
2089,100808.15625
2090,100809.15625
2091,100810.4140625
2092,100811.5546875
2093,100812.53125
2094,100813.8125
2095,100814.96875
2096,100815.890625
2097,100816.7421875
2098,100817.9609375
2099,100819.171875
2100,100820.21875
2101,100821.046875
2102,100822.234375
2103,100823.3046875
2104,100825.0859375
2105,100826.2265625
2106,100827.140625
2107,100828.203125
2108,100829.3359375
2109,100830.875
2110,100831.8125
2111,100832.6328125
2112,100833.546875
2113,100834.4453125
2114,100837.046875
2115,100837.859375
2116,100839.21875
2117,100840.1328125
2118,100841.234375
2119,100842.4453125
2120,100843.296875
2121,100844.109375
2122,100845.203125
2123,100846.2890625
2124,100847.5234375
2125,100848.7578125
2126,100849.3515625
2127,100850.9140625
2128,100851.9609375
2129,100853.2578125
2130,100853.9296875
2131,100854.9453125
2132,100856.0078125
2133,100857.1015625
2134,100858.3125
2135,100859.1796875
2136,100860.1875
2137,100861.03125
2138,100861.984375
2139,100863.234375
2140,100863.96875
2141,100865.0625
2142,100865.953125
2143,100867.234375
2144,100868.3671875
2145,100869.484375
2146,100870.71875
2147,100871.46875
2148,100872.609375
2149,100873.375
2150,100874.2890625
2151,100875.3203125
2152,100876.125
2153,100876.9375
2154,100877.96875
2155,100879.0546875
2156,100880.0859375
2157,100880.71875
2158,100881.7578125
2159,100882.8046875
2160,100883.59375
2161,100884.9453125
2162,100886.046875
2163,100886.828125
2164,100887.875
2165,100888.71875
2166,100889.7734375
2167,100890.3984375
2168,100891.4453125
2169,100892.625
2170,100893.34375
2171,100894.40625
2172,100895.3046875
2173,100895.890625
2174,100896.6953125
2175,100897.8828125
2176,100898.734375
2177,100900.171875
2178,100901.0078125
2179,100901.8984375
2180,100902.90625
2181,100903.6328125
2182,100904.6796875
2183,100905.5859375
2184,100906.296875
2185,100907.171875
2186,100908.265625
2187,100909.1640625
2188,100909.8671875
2189,100910.703125
2190,100911.671875
2191,100912.40625
2192,100913.46875
2193,100914.6875
2194,100915.859375
2195,100916.53125
2196,100917.046875
2197,100917.9296875
2198,100919.109375
2199,100920.0078125
2200,100920.875
2201,100921.625
2202,100922.421875
2203,100923.234375
2204,100924.4375
2205,100925.8125
2206,100927.28125
2207,100928.3828125
2208,100929.640625
2209,100931.2578125
2210,100932.7890625
2211,100933.9375
2212,100935.2578125
2213,100936.9140625
2214,100937.84375
2215,100939.5546875
2216,100940.3984375
2217,100941.578125
2218,100943.2265625
2219,100943.9375
2220,100945.59375
2221,100946.5234375
2222,100947.890625
2223,100949.3515625
2224,100950.78125
2225,100952.015625
2226,100953.109375
2227,100954.3125
2228,100955.390625
2229,100956.5859375
2230,100957.7109375
2231,100959.3046875
2232,100960.4921875
2233,100961.5546875
2234,100962.921875
2235,100963.859375
2236,100965.265625
2237,100966.03125
2238,100967.28125
2239,100968.4765625
2240,100970.3359375
2241,100970.921875
2242,100972.265625
2243,100973.53125
2244,100974.46875
2245,100975.5703125
2246,100976.8671875
2247,100977.8515625
2248,100979.0703125
2249,100980.171875
2250,100981.46875
2251,100982.515625
2252,100983.125
2253,100984.0390625
2254,100985.2109375
2255,100986.4296875
2256,100988.03125
2257,100989.0
2258,100990.015625
2259,100991.09375
2260,100992.125
2261,100993.359375
2262,100994.4375
2263,100995.609375
2264,100996.8203125
2265,100997.5234375
2266,100998.5703125
2267,100999.8203125
2268,101000.7578125
2269,101002.21875
2270,101003.0234375
2271,101004.3046875
2272,101005.15625
2273,101006.7578125
2274,101007.8515625
2275,101008.8359375
2276,101009.9296875
2277,101011.0234375
2278,101012.109375
2279,101013.15625
2280,101014.3125
2281,101015.25
2282,101016.265625
2283,101017.3671875
2284,101018.5625
2285,101019.4140625
2286,101020.4765625
2287,101021.6484375
2288,101022.6171875
2289,101024.0
2290,101024.8125
2291,101026.046875
2292,101027.1640625
2293,101028.0546875
2294,101028.953125
2295,101029.953125
2296,101031.109375
2297,101031.8984375
2298,101032.8046875
2299,101033.875
2300,101034.9375
2301,101035.8125
2302,101036.5703125
2303,101037.5703125
2304,101039.2421875
2305,101040.0703125
2306,101040.6328125
2307,101041.8046875
2308,101042.8984375
2309,101043.859375
2310,101044.65625
2311,101045.703125
2312,101046.359375
2313,101047.6640625
2314,101048.3828125
2315,101049.3046875
2316,101050.2109375
2317,101051.0703125
2318,101052.03125
2319,101053.3203125
2320,101054.140625
2321,101055.34375
2322,101056.15625
2323,101057.2421875
2324,101057.890625
2325,101058.9140625
2326,101059.8515625
2327,101060.796875
2328,101061.7578125
2329,101062.5234375
2330,101063.5859375
2331,101064.3671875
2332,101065.7109375
2333,101066.609375
2334,101067.5
2335,101068.4375
2336,101069.34375
2337,101070.0625
2338,101070.875
2339,101071.609375
2340,101072.78125
2341,101073.7109375
2342,101074.6875
2343,101075.2421875
2344,101076.53125
2345,101077.796875
2346,101078.765625
2347,101079.515625
2348,101080.1953125
2349,101081.140625
2350,101081.8359375
2351,101082.875
2352,101083.4921875
2353,101084.6484375
2354,101085.5234375
2355,101086.1328125
2356,101087.3515625
2357,101088.2109375
2358,101089.2109375
2359,101090.796875
2360,101092.1796875
2361,101093.78125
2362,101095.4296875
2363,101096.9375
2364,101098.4375
2365,101099.7265625
2366,101101.109375
2367,101102.6171875
2368,101104.1875
2369,101105.8203125
2370,101108.0
2371,101109.90625
2372,101111.609375
2373,101113.1953125
2374,101114.921875
2375,101116.46875
2376,101118.0859375
2377,101119.6328125
2378,101121.1796875
2379,101122.8671875
2380,101124.453125
2381,101126.3984375
2382,101127.9609375
2383,101129.2578125
2384,101130.9375
2385,101132.390625
2386,101134.28125
2387,101135.6875
2388,101137.109375
2389,101138.765625
2390,101140.3984375
2391,101141.71875
2392,101143.765625
2393,101145.46875
2394,101147.140625
2395,101148.84375
2396,101150.9921875
2397,101152.8828125
2398,101154.5625
2399,101156.359375
2400,101158.125
2401,101160.2109375
2402,101161.8828125
2403,101163.5625
2404,101165.8515625
2405,101167.4765625
2406,101169.1171875
2407,101170.8046875
2408,101172.3125
2409,101174.15625
2410,101175.453125
2411,101177.484375
2412,101178.75
2413,101180.6484375
2414,101182.1953125
2415,101184.109375
2416,101185.71875
2417,101187.453125
2418,101188.8359375
2419,101190.375
2420,101191.859375
2421,101193.546875
2422,101195.0859375
2423,101196.46875
2424,101197.890625
2425,101199.46875
2426,101201.421875
2427,101202.984375
2428,101204.6015625
2429,101205.9609375
2430,101207.484375
2431,101208.921875
2432,101210.1953125
2433,101211.765625
2434,101213.2421875
2435,101214.5625
2436,101216.0703125
2437,101217.875
2438,101219.3125
2439,101220.703125
2440,101222.046875
2441,101223.2890625
2442,101224.9140625
2443,101226.1953125
2444,101227.7890625
2445,101228.9140625
2446,101230.3984375
2447,101231.6640625
2448,101232.875
2449,101234.7890625
2450,101236.140625
2451,101237.4453125
2452,101238.859375
2453,101240.0546875
2454,101241.265625
2455,101242.546875
2456,101243.828125
2457,101245.2734375
2458,101246.5546875
2459,101247.890625
2460,101249.515625
2461,101250.9375
2462,101252.0625
2463,101253.328125
2464,101254.65625
2465,101255.8203125
2466,101257.046875
2467,101258.5390625
2468,101259.6875
2469,101261.0234375
2470,101262.09375
2471,101263.265625
2472,101264.84375
2473,101266.078125
2474,101267.484375
2475,101268.9765625
2476,101270.265625
2477,101271.546875
2478,101272.953125
2479,101274.2109375
2480,101275.46875
2481,101276.859375
2482,101278.15625
2483,101279.9921875
2484,101281.2578125
2485,101282.6015625
2486,101283.921875
2487,101285.1171875
2488,101286.4609375
2489,101287.734375
2490,101288.984375
2491,101290.359375
2492,101291.6640625
2493,101292.9296875
2494,101294.2109375
2495,101295.3671875
2496,101297.1796875
2497,101298.5625
2498,101299.6484375
2499,101300.953125
2500,101302.1484375
2501,101303.4140625
2502,101304.5546875
2503,101305.765625
2504,101307.03125
2505,101308.3203125
2506,101309.4296875
2507,101310.625
2508,101312.3515625
2509,101313.578125
2510,101314.8046875
2511,101316.0078125
2512,101317.1640625
2513,101318.2734375
2514,101319.5234375
2515,101320.7578125
2516,101321.9921875
2517,101323.0546875
2518,101324.2734375
2519,101325.3671875
2520,101326.5390625
2521,101328.265625
2522,101329.5
2523,101330.546875
2524,101331.6796875
2525,101332.8984375
2526,101333.9921875
2527,101335.140625
2528,101336.2734375
2529,101337.3515625
2530,101338.5859375
2531,101339.6796875
2532,101341.234375
2533,101342.484375
2534,101343.625
2535,101344.78125
2536,101345.703125
2537,101347.0390625
2538,101347.9375
2539,101349.09375
2540,101350.1640625
2541,101351.3984375
2542,101352.4375
2543,101353.4375
2544,101355.1953125
2545,101356.2109375
2546,101357.1171875
2547,101358.3828125
2548,101359.453125
2549,101360.5703125
2550,101361.6953125
2551,101362.5
2552,101363.6796875
2553,101364.7890625
2554,101365.8515625
2555,101367.0625
2556,101368.46875
2557,101369.484375
2558,101370.78125
2559,101371.8125
2560,101372.65625
2561,101374.03125
2562,101374.984375
2563,101376.1015625
2564,101377.125
2565,101378.1015625
2566,101379.1328125
2567,101380.125
2568,101381.671875
2569,101382.75
2570,101383.8046875
2571,101384.78125
2572,101385.9140625
2573,101386.9296875
2574,101387.9296875
2575,101389.1171875
2576,101390.0859375
2577,101391.0859375
2578,101392.0625
2579,101393.21875
2580,101394.7421875
2581,101395.7421875
2582,101396.4921875
2583,101397.7265625
2584,101398.9296875
2585,101399.9609375
2586,101401.03125
2587,101402.2578125
2588,101403.3203125
2589,101404.53125
2590,101405.578125
2591,101406.5859375
2592,101408.375
2593,101409.3671875
2594,101410.609375
2595,101411.7109375
2596,101412.7109375
2597,101413.828125
2598,101414.96875
2599,101416.015625
2600,101417.1171875
2601,101418.5859375
2602,101419.5625
2603,101420.671875
2604,101421.6796875
2605,101423.28125
2606,101424.25
2607,101425.375
2608,101426.4375
2609,101427.6171875
2610,101428.5546875
2611,101429.65625
2612,101430.6796875
2613,101431.703125
2614,101432.8515625
2615,101433.78125
2616,101434.859375
2617,101435.8828125
2618,101437.40625
2619,101438.2890625
2620,101439.328125
2621,101440.3671875
2622,101441.453125
2623,101442.5078125
2624,101443.6015625
2625,101444.65625
2626,101445.71875
2627,101446.78125
2628,101447.875
2629,101448.8984375
2630,101449.859375
2631,101451.390625
2632,101452.4609375
2633,101453.53125
2634,101454.5078125
2635,101455.5703125
2636,101456.578125
2637,101457.609375
2638,101458.578125
2639,101459.609375
2640,101460.6171875
2641,101462.1015625
2642,101463.0078125
2643,101464.109375
2644,101465.578125
2645,101466.546875
2646,101467.640625
2647,101468.59375
2648,101469.5546875
2649,101470.5546875
2650,101471.5390625
2651,101472.5859375
2652,101473.5703125
2653,101474.5390625
2654,101475.5546875
2655,101476.5078125
2656,101477.484375
2657,101479.1015625
2658,101480.2265625
2659,101481.359375
2660,101482.453125
2661,101483.6328125
2662,101484.7421875
2663,101485.8515625
2664,101487.015625
2665,101488.078125
2666,101489.25
2667,101490.28125
2668,101491.453125
2669,101492.5546875
2670,101493.640625
2671,101495.28125
2672,101496.3828125
2673,101497.453125
2674,101498.5
2675,101499.59375
2676,101500.7265625
2677,101501.78125
2678,101502.8515625
2679,101503.9296875
2680,101505.0
2681,101506.03125
2682,101507.1328125
2683,101508.2421875
2684,101509.78125
2685,101510.78125
2686,101511.8671875
2687,101512.953125
2688,101514.390625
2689,101515.390625
2690,101516.4296875
2691,101517.4453125
2692,101518.53125
2693,101519.5078125
2694,101520.609375
2695,101521.5859375
2696,101522.578125
2697,101523.6015625
2698,101525.125
2699,101526.0703125
2700,101527.1640625
2701,101528.09375
2702,101529.125
2703,101530.09375
2704,101531.0625
2705,101532.078125
2706,101533.0234375
2707,101533.9609375
2708,101534.9765625
2709,101535.96875
2710,101536.8984375
2711,101538.375
2712,101539.3828125
2713,101540.34375
2714,101541.28125
2715,101542.2578125
2716,101543.1953125
2717,101544.1875
2718,101545.109375
2719,101546.0
2720,101546.9609375
2721,101547.921875
2722,101548.8359375
2723,101550.328125
2724,101551.21875
2725,101552.125
2726,101553.0390625
2727,101553.9453125
2728,101554.9140625
2729,101555.7578125
2730,101556.71875
2731,101557.609375
2732,101558.5703125
2733,101559.4609375
2734,101560.34375
2735,101561.1328125
2736,101562.5859375
2737,101563.5234375
2738,101564.3671875
2739,101565.671875
2740,101566.5078125
2741,101567.4296875
2742,101568.3359375
2743,101569.234375
2744,101570.078125
2745,101570.9140625
2746,101571.8203125
2747,101572.6875
2748,101574.0390625
2749,101574.90625
2750,101575.75
2751,101576.6015625
2752,101577.4453125
2753,101578.28125
2754,101579.1875
2755,101580.015625
2756,101580.8203125
2757,101581.65625
2758,101582.4375
2759,101583.296875
2760,101584.1953125
2761,101585.390625
2762,101586.1640625
2763,101587.0
2764,101587.7890625
2765,101588.6171875
2766,101589.4609375
2767,101590.234375
2768,101591.015625
2769,101591.828125
2770,101592.5625
2771,101593.390625
2772,101594.171875
2773,101595.390625
2774,101596.1875
2775,101597.0078125
2776,101597.75
2777,101598.53125
2778,101599.34375
2779,101600.078125
2780,101600.859375
2781,101601.5859375
2782,101602.3828125
2783,101603.2265625
2784,101603.9375
2785,101605.078125
2786,101605.84375
2787,101606.625
2788,101607.3984375
2789,101608.1328125
2790,101608.859375
2791,101609.5546875
2792,101610.34375
2793,101611.46875
2794,101612.15625
2795,101612.9921875
2796,101613.7265625
2797,101614.890625
2798,101615.6015625
2799,101616.3828125
2800,101617.125
2801,101617.8515625
2802,101618.5546875
2803,101619.234375
2804,101619.9453125
2805,101620.65625
2806,101621.3984375
2807,101622.1640625
2808,101622.84375
2809,101624.0546875
2810,101624.7421875
2811,101625.3671875
2812,101626.109375
2813,101626.8359375
2814,101627.484375
2815,101628.2265625
2816,101628.96875
2817,101629.671875
2818,101630.3359375
2819,101630.9921875
2820,101631.734375
2821,101632.390625
2822,101633.140625
2823,101633.8125
2824,101634.484375
2825,101635.1875
2826,101635.8984375
2827,101636.578125
2828,101637.21875
2829,101637.90625
2830,101638.6015625
2831,101639.3359375
2832,101639.9921875
2833,101640.6953125
2834,101641.328125
2835,101642.015625
2836,101642.671875
2837,101643.4140625
2838,101644.015625
2839,101644.7421875
2840,101645.3515625
2841,101646.0390625
2842,101646.6015625
2843,101647.09375
2844,101647.7421875
2845,101648.4140625
2846,101649.0546875
2847,101649.8359375
2848,101650.734375
2849,101651.40625
2850,101652.03125
2851,101653.140625
2852,101653.78125
2853,101654.3984375
2854,101654.9375
2855,101655.5546875
2856,101656.09375
2857,101656.796875
2858,101657.984375
2859,101658.609375
2860,101659.28125
2861,101659.84375
2862,101660.4765625
2863,101661.0078125
2864,101661.78125
2865,101662.5234375
2866,101663.140625
2867,101663.765625
2868,101664.25
2869,101664.9609375
2870,101665.640625
2871,101666.203125
2872,101666.8125
2873,101667.5546875
2874,101668.2265625
2875,101668.8828125
2876,101669.421875
2877,101669.9765625
2878,101670.6015625
2879,101671.3046875
2880,101671.984375
2881,101672.625
2882,101673.21875
2883,101673.84375
2884,101674.4765625
2885,101675.2421875
2886,101675.7421875
2887,101676.3203125
2888,101676.9765625
2889,101677.640625
2890,101678.3125
2891,101678.9375
2892,101679.625
2893,101680.140625
2894,101680.640625
2895,101681.421875
2896,101682.1171875
2897,101682.6953125
2898,101683.1953125
2899,101683.84375
2900,101684.5390625
2901,101685.125
2902,101685.671875
2903,101686.3046875
2904,101687.0625
2905,101687.671875
2906,101688.296875
2907,101688.78125
2908,101689.328125
2909,101689.9296875
2910,101691.046875
2911,101691.7421875
2912,101692.3046875
2913,101692.7578125
2914,101693.3828125
2915,101694.0859375
2916,101694.78125
2917,101695.234375
2918,101695.7734375
2919,101696.546875
2920,101697.234375
2921,101697.890625
2922,101698.46875
2923,101699.0078125
2924,101699.625
2925,101700.1953125
2926,101700.90625
2927,101701.5859375
2928,101702.21875
2929,101702.703125
2930,101703.40625
2931,101704.109375
2932,101704.625
2933,101705.3203125
2934,101705.9140625
2935,101706.6171875
2936,101707.2578125
2937,101708.0078125
2938,101708.65625
2939,101709.234375
2940,101709.8046875
2941,101710.3828125
2942,101711.0703125
2943,101711.921875
2944,101712.5859375
2945,101713.171875
2946,101713.8203125
2947,101714.4765625
2948,101715.109375
2949,101715.8125
2950,101716.640625
2951,101717.25
2952,101717.8046875
2953,101718.578125
2954,101719.3203125
2955,101720.03125
2956,101720.71875
2957,101721.3203125
2958,101721.984375
2959,101722.78125
2960,101723.453125
2961,101724.09375
2962,101724.921875
2963,101726.0625
2964,101726.765625
2965,101727.421875
2966,101728.171875
2967,101728.796875
2968,101729.625
2969,101730.3515625
2970,101730.9765625
2971,101731.84375
2972,101732.6484375
2973,101733.2734375
2974,101734.1328125
2975,101734.8203125
2976,101735.5859375
2977,101736.546875
2978,101737.734375
2979,101738.8984375
2980,101740.140625
2981,101741.234375
2982,101742.25
2983,101743.5
2984,101744.6640625
2985,101745.8046875
2986,101746.953125
2987,101748.1953125
2988,101749.2578125
2989,101750.4140625
2990,101752.359375
2991,101753.6015625
2992,101754.6796875
2993,101755.8984375
2994,101757.1171875
2995,101758.2265625
2996,101759.3203125
2997,101760.4609375
2998,101761.7578125
2999,101762.78125
3000,101764.0234375
3001,101765.1640625
3002,101766.3359375
3003,101767.5390625
3004,101768.6484375
3005,101769.796875
3006,101771.03125
3007,101772.1171875
3008,101773.34375
3009,101774.578125
3010,101775.6875
3011,101776.734375
3012,101778.25
3013,101779.4609375
3014,101780.6171875
3015,101781.7109375
3016,101782.8515625
3017,101783.9765625
3018,101785.25
3019,101786.3359375
3020,101787.2890625
3021,101788.4140625
3022,101789.7109375
3023,101790.8203125
3024,101791.8125
3025,101792.9375
3026,101794.109375
3027,101795.2578125
3028,101796.2890625
3029,101797.2734375
3030,101798.46875
3031,101799.7578125
3032,101800.84375
3033,101802.203125
3034,101803.2109375
3035,101804.328125
3036,101805.4140625
3037,101806.6171875
3038,101807.65625
3039,101808.6953125
3040,101809.8515625
3041,101810.9921875
3042,101812.109375
3043,101813.0234375
3044,101814.0078125
3045,101815.109375
3046,101816.3125
3047,101817.4140625
3048,101818.4765625
3049,101819.3984375
3050,101820.4921875
3051,101821.53125
3052,101822.5859375
3053,101823.6640625
3054,101824.6015625
3055,101825.7890625
3056,101827.09375
3057,101828.109375
3058,101829.1484375
3059,101830.2421875
3060,101831.171875
3061,101832.1328125
3062,101833.21875
3063,101834.3359375
3064,101835.2265625
3065,101836.2109375
3066,101837.109375
3067,101838.296875
3068,101839.3359375
3069,101840.3203125
