window_index,start,end,length
1,101.2528510057314,101.3828510057314,0.12999999999999545
2,105.38162305232609,105.51162305232609,0.12999999999999545
3,111.80965917699262,111.93965917699262,0.12999999999999545
4,114.25522091545272,114.38522091545272,0.12999999999999545
5,121.30512500242065,121.43512500242065,0.12999999999999545
6,131.02268853093267,131.15268853093266,0.12999999999999545
7,133.4327372029976,133.5627372029976,0.12999999999999545
8,139.6712089521214,139.80120895212139,0.12999999999999545
9,143.04684580762063,143.17684580762062,0.12999999999999545
10,145.9359824867655,146.0659824867655,0.12999999999999545
11,149.98852042078488,150.11852042078488,0.12999999999999545
12,157.53259181759404,157.66259181759403,0.12999999999999545
13,162.96570968718197,163.09570968718197,0.12999999999999545
14,167.1194399781745,167.2494399781745,0.12999999999999545
15,174.6891915233657,174.8191915233657,0.12999999999999545
16,178.31240777609997,178.44240777609997,0.12999999999999545
17,184.8094678483875,184.9394678483875,0.12999999999999545
18,189.35115865601693,189.48115865601693,0.12999999999999545
19,193.0147266038457,193.1447266038457,0.12999999999999545
20,196.81148184095832,196.94148184095832,0.12999999999999545
21,204.12467180310455,204.25467180310454,0.12999999999999545
22,209.51150971685627,209.64150971685626,0.12999999999999545
23,213.28291935971265,213.41291935971265,0.12999999999999545
24,214.4820447834914,214.6120447834914,0.12999999999999545
25,219.00259634902136,219.13259634902136,0.12999999999999545
26,223.94200025460435,224.07200025460435,0.12999999999999545
27,229.27241330552533,229.40241330552533,0.12999999999999545
28,233.62840417890834,233.75840417890834,0.12999999999999545
29,237.7048204809252,237.8348204809252,0.12999999999999545
30,240.9841577962166,241.1141577962166,0.12999999999999545
31,249.5086896447072,249.6386896447072,0.12999999999999545
32,253.00498674799945,253.13498674799945,0.12999999999999545
33,255.24125645491404,255.37125645491403,0.12999999999999545
34,259.80940698967805,259.93940698967805,0.12999999999999545
35,265.49285183887633,265.62285183887633,0.12999999999999545
36,266.549973781501,266.679973781501,0.12999999999999545
37,269.9054490239976,270.0354490239976,0.12999999999999545
38,273.3946091884033,273.5246091884033,0.12999999999999545
39,276.3870495031329,276.5170495031329,0.12999999999999545
40,279.1642509277452,279.29425092774517,0.12999999999999545
41,282.400114765052,282.530114765052,0.12999999999999545
42,286.6024453630029,286.7324453630029,0.12999999999999545
43,291.7812913290674,291.9112913290674,0.12999999999999545
44,295.5082548789583,295.6382548789583,0.12999999999999545
45,299.77532605372136,299.90532605372135,0.12999999999999545
46,301.58432546219416,301.71432546219415,0.12999999999999545
47,305.6639126020369,305.79391260203687,0.12999999999999545
48,307.15449612817,307.28449612817,0.12999999999999545
49,311.100141530356,311.230141530356,0.12999999999999545
50,315.4106160894757,315.5406160894757,0.12999999999999545
51,318.78810425631656,318.91810425631655,0.12999999999999545
52,322.07955867248296,322.20955867248296,0.12999999999999545
53,324.7978660517396,324.9278660517396,0.12999999999999545
54,328.96807168048093,329.0980716804809,0.12999999999999545
55,331.40946758266347,331.53946758266346,0.12999999999999545
56,334.1463548332444,334.2763548332444,0.12999999999999545
57,340.9772611110465,341.1072611110465,0.12999999999999545
58,346.28287056601,346.41287056601,0.12999999999999545
59,350.34341934919206,350.47341934919206,0.12999999999999545
60,351.8136490253593,351.9436490253593,0.12999999999999545
61,357.0863022520396,357.2163022520396,0.12999999999999545
62,359.6787549531145,359.8087549531145,0.12999999999999545
63,364.671024114089,364.801024114089,0.12999999999999545
64,368.90343809573443,369.0334380957344,0.12999999999999545
65,373.7998739109086,373.9298739109086,0.12999999999999545
66,375.7609127667393,375.8909127667393,0.12999999999999545
67,379.8079753465324,379.93797534653237,0.12999999999999545
68,381.4194686171865,381.5494686171865,0.12999999999999545
69,384.89111681486366,385.02111681486366,0.12999999999999545
70,388.7811283542323,388.9111283542323,0.12999999999999545
71,391.391083563638,391.521083563638,0.12999999999999545
72,396.3168542225922,396.4468542225922,0.12999999999999545
