u,v,t_u,t_v,distance,score_diff,score_mean,color,color_reason
57,60,213.34791935971265,219.06759634902136,5.719676989308709,0.1709219941526987,4.79482488716528,red,energy-similar
57,61,213.34791935971265,220.714918839314,7.366999479601361,0.4870622741841064,4.636754747149577,violet,bridge/gap-road
58,59,214.5470447834914,216.1695385082637,1.622493724772312,0.22938432157272448,4.37422895862642,blue,local-road
58,60,214.5470447834914,219.06759634902136,4.520551565529956,0.2204427706761498,4.599142504750857,blue,local-road
58,61,214.5470447834914,220.714918839314,6.167874055822608,0.09569750935525789,4.441072364735152,red,energy-similar
58,62,214.5470447834914,221.43070555469336,6.88366077120196,0.2940978534978562,4.341872192663853,violet,bridge/gap-road
59,60,216.1695385082637,219.06759634902136,2.8980578407576445,0.4498270922488743,4.484450343964494,blue,local-road
59,61,216.1695385082637,220.714918839314,4.545380331050296,0.1336868122174666,4.326380203948791,red,energy-similar
59,62,216.1695385082637,221.43070555469336,5.261167046429648,0.06471353192513174,4.2271800318774915,red,energy-similar
59,63,216.1695385082637,224.00700025460435,7.837461746340637,0.5822669849933577,4.550670290336736,violet,bridge/gap-road
60,61,219.06759634902136,220.714918839314,1.6473224902926518,0.3161402800314077,4.551293750073228,blue,local-road
60,62,219.06759634902136,221.43070555469336,2.3631092056720036,0.514540624174006,4.452093578001929,blue,local-road
60,63,219.06759634902136,224.00700025460435,4.939403905582992,0.13243989274448342,4.775583836461173,red,energy-similar
60,64,219.06759634902136,224.98332466958226,5.915728320560902,0.2602438941676919,4.579241943005085,blue,local-road
61,62,220.714918839314,221.43070555469336,0.7157867153793518,0.19840034414259833,4.294023437986224,red,energy-similar
