step,loss,spectral_loss,spacing_loss,smoothness_loss,amplitude_loss,edge_scale,spectral_scale,spectral_shift
1800,0.0720653086900711,0.0003949305391870439,0.11295654624700546,1.3569239377975464,1.6228671073913574,0.5279074311256409,0.76611328125,-0.01283337827771902
1850,0.05886998027563095,0.00032562026171945035,0.08781623840332031,1.298460602760315,1.651637077331543,0.5236034989356995,0.7577660083770752,-0.009321015328168869
1900,0.06502784788608551,0.00037819211138412356,0.10107873380184174,1.2430230379104614,1.6800602674484253,0.5194504261016846,0.7609410285949707,-0.019803140312433243
1950,0.063553586602211,0.0003507790679577738,0.0991792306303978,1.1904988288879395,1.708201289176941,0.5128843188285828,0.7648999691009521,-0.028441043570637703
2000,0.05332464352250099,0.0003448653733357787,0.07967882603406906,1.1404457092285156,1.7359085083007812,0.5084003806114197,0.7596385478973389,-0.03025318868458271
2050,0.07426464557647705,0.0003955542342737317,0.12235216051340103,1.0929821729660034,1.7631850242614746,0.503312349319458,0.7578557133674622,-0.023074831813573837
2100,0.06527791172266006,0.00040447685751132667,0.1052100881934166,1.047838807106018,1.7900041341781616,0.4977564215660095,0.7598066329956055,-0.015668652951717377
2150,0.06799476593732834,0.00034454220440238714,0.1115674376487732,1.0050090551376343,1.8164159059524536,0.4897291660308838,0.7567309737205505,-0.006748198997229338
2200,0.06018410623073578,0.0003843340964522213,0.09663277119398117,0.9641112089157104,1.842274785041809,0.48497095704078674,0.7436100840568542,0.001881668227724731
2250,0.053671710193157196,0.0003972517733927816,0.08431176096200943,0.9251068234443665,1.8675113916397095,0.4820622205734253,0.7425104379653931,-0.0007399800233542919
2300,0.06870574504137039,0.00030556772253476083,0.11525344848632812,0.8881232738494873,1.892225980758667,0.47628137469291687,0.7482863664627075,-0.01144097838550806
2350,0.05810903385281563,0.0003817222313955426,0.09456277638673782,0.8529542684555054,1.9163801670074463,0.46971744298934937,0.7486028671264648,-0.004360069986432791
2400,0.06685084104537964,0.0003813039802480489,0.11267155408859253,0.8193866610527039,1.939895510673523,0.4641105830669403,0.7377030253410339,0.0020551811903715134
2450,0.06183084100484848,0.0003945921780541539,0.10320209711790085,0.7872537970542908,1.9626622200012207,0.46171191334724426,0.7308980226516724,0.007537367753684521
2500,0.0822896733880043,0.0003807505709119141,0.14471380412578583,0.7567254304885864,1.9847650527954102,0.45772671699523926,0.738580584526062,0.010540466755628586
2550,0.05797584354877472,0.00031608453718945384,0.09675516188144684,0.7276008725166321,2.0061707496643066,0.4534386098384857,0.7442326545715332,0.0032949906308203936
2600,0.06099977716803551,0.00037636293563991785,0.10319703072309494,0.6998102068901062,2.026796340942383,0.45020413398742676,0.7296841144561768,0.002983947517350316
2650,0.056723009794950485,0.00041278789285570383,0.09506108611822128,0.6733067035675049,2.0466127395629883,0.44752004742622375,0.7227448225021362,0.010162425227463245
2700,0.05291653797030449,0.0004023807414341718,0.08793402463197708,0.6481366753578186,2.0657784938812256,0.44068673253059387,0.714255690574646,0.011433706618845463
2750,0.0654883161187172,0.00037345007876865566,0.1135825365781784,0.6239596009254456,2.083998203277588,0.4386857748031616,0.7187002301216125,0.013719079084694386
2800,0.0562538281083107,0.0003452193341217935,0.0955955907702446,0.6009374856948853,2.1014394760131836,0.4344151020050049,0.7249608039855957,0.005433639511466026
2850,0.06130073964595795,0.0003745082067325711,0.10603786259889603,0.578924298286438,2.1180579662323,0.4302458167076111,0.7263050079345703,0.006992327515035868
2900,0.05213748291134834,0.00038235244574025273,0.08808393031358719,0.5579307079315186,2.1338584423065186,0.42481642961502075,0.7278369665145874,-0.0007266116444952786
2950,0.05740706995129585,0.00038507365388795733,0.09898938983678818,0.5378490686416626,2.1488113403320312,0.4195415675640106,0.7303863763809204,-0.008358503691852093
2999,0.05221571773290634,0.00035064422991126776,0.08902397751808167,0.5190463662147522,2.16261887550354,0.4140271544456482,0.7310323715209961,-0.015460081398487091
