rank,eigenvalue
1,89.44023895263672
2,89.74447631835938
3,89.94763946533203
4,90.13055419921875
5,90.70635986328125
6,90.71794128417969
7,91.02977752685547
8,91.24632263183594
9,91.58674621582031
10,91.9201889038086
11,92.07381439208984
12,92.19229125976562
13,92.65151977539062
14,92.91547393798828
15,93.04791259765625
16,93.34716033935547
17,93.44318389892578
18,93.93192291259766
19,94.09396362304688
20,94.21527099609375
21,94.44837188720703
22,94.84439086914062
23,94.97663116455078
24,95.32476806640625
25,95.35037994384766
26,95.6048812866211
27,96.04228973388672
28,96.17974090576172
29,96.27678680419922
30,96.57129669189453
31,96.7763900756836
32,97.10737609863281
33,97.27547454833984
34,97.49221801757812
35,97.50785064697266
36,98.01889038085938
37,98.13349914550781
38,98.31568908691406
39,98.5315170288086
40,98.67750549316406
41,98.97164154052734
42,99.32466888427734
43,99.3258056640625
44,99.49688720703125
45,99.76348114013672
46,100.10700988769531
47,100.16728210449219
48,100.4366226196289
49,100.6001968383789
50,100.67489624023438
51,100.68109893798828
52,100.68339538574219
53,100.68378448486328
54,100.68463134765625
55,100.68650817871094
56,100.68821716308594
57,100.69003295898438
58,100.69205474853516
59,100.69247436523438
60,100.69353485107422
61,100.69470977783203
62,100.69696044921875
63,100.6985855102539
64,100.70063018798828
65,100.70150756835938
66,100.70243835449219
67,100.70426940917969
68,100.70735168457031
69,100.7090835571289
70,100.71073150634766
71,100.71278381347656
72,100.71710205078125
73,100.71768188476562
74,100.71908569335938
75,100.7240219116211
76,100.7271957397461
77,100.72917938232422
78,100.73066711425781
79,100.73560333251953
80,100.74667358398438
81,100.75537872314453
82,100.76033782958984
83,100.78972625732422
84,100.81263732910156
85,100.87164306640625
86,100.89555358886719
87,100.91669464111328
88,100.97391510009766
89,101.0060806274414
90,101.082763671875
91,101.11968994140625
92,101.17976379394531
93,101.20093536376953
94,101.24192810058594
95,101.31846618652344
96,101.3609390258789
97,101.42414093017578
98,101.46038055419922
99,101.50080871582031
100,101.57229614257812
101,101.61737823486328
102,101.68065643310547
103,101.73052978515625
104,101.77327728271484
105,101.84584045410156
106,101.87673950195312
107,101.95661163330078
108,101.9923324584961
109,102.03073120117188
110,102.1156997680664
111,102.13777160644531
112,102.2203140258789
113,102.2802734375
114,102.32656860351562
115,102.40999603271484
116,102.45680236816406
117,102.5252685546875
118,102.60626983642578
119,102.64042663574219
120,102.72592163085938
121,102.80377197265625
122,102.84495544433594
123,102.92601013183594
124,102.99250793457031
125,103.06289672851562
126,103.1452865600586
127,103.18183898925781
128,103.26736450195312
129,103.3726577758789
130,103.39372253417969
131,103.46884155273438
132,103.57398986816406
133,103.63568115234375
134,103.68981170654297
135,103.77920532226562
136,103.85104370117188
137,103.94636535644531
138,103.99053955078125
139,104.06138610839844
140,104.20097351074219
141,104.22245788574219
142,104.2751693725586
143,104.42573547363281
144,104.48316955566406
145,104.50385284423828
146,104.65906524658203
147,104.71414184570312
148,104.77919006347656
149,104.89347839355469
150,104.94528198242188
151,105.05720520019531
152,105.13478088378906
153,105.18103790283203
154,105.33549499511719
155,105.384521484375
156,105.42172241210938
157,105.60884094238281
158,105.64524841308594
159,105.66807556152344
160,105.87407684326172
161,105.92061614990234
162,105.92110443115234
163,106.13892364501953
164,106.17931365966797
165,106.20441436767578
166,106.40757751464844
167,106.44449615478516
168,106.49073791503906
169,106.68087768554688
170,106.71624755859375
171,106.77873992919922
172,106.95919036865234
173,106.99510192871094
174,107.06832122802734
175,107.2424087524414
176,107.28099822998047
177,107.35963439941406
178,107.53096008300781
179,107.57418823242188
180,107.65225982666016
181,107.82466888427734
182,107.87409973144531
183,107.94641876220703
184,108.12377166748047
185,108.18083953857422
186,108.24223327636719
187,108.42829132080078
188,108.49362182617188
189,108.54048919677734
190,108.73819732666016
191,108.81050109863281
192,108.84307861328125
193,109.05303955078125
194,109.12459564208984
195,109.1579360961914
196,109.37248992919922
197,109.434814453125
198,109.4869613647461
199,109.6942138671875
200,109.74662780761719
201,109.82620239257812
202,110.0140380859375
203,110.0670394897461
204,110.17296600341797
205,110.32915496826172
206,110.3996810913086
207,110.5260238647461
208,110.6448974609375
209,110.74121856689453
210,110.8833236694336
211,110.96405029296875
212,111.09022521972656
213,111.2364501953125
214,111.29708099365234
215,111.44281005859375
216,111.57290649414062
217,111.65654754638672
218,111.80069732666016
219,111.89807891845703
220,112.0328369140625
221,112.15357208251953
222,112.23282623291016
223,112.41658020019531
224,112.49166107177734
225,112.59146881103516
226,112.78639221191406
227,112.8396224975586
228,112.96836853027344
229,113.1175765991211
230,113.2294921875
231,113.3532943725586
232,113.44284057617188
233,113.5413589477539
234,113.62858581542969
235,113.68648529052734
236,113.72600555419922
237,113.78965759277344
238,113.82415008544922
239,113.96894073486328
240,114.0423812866211
241,114.07440185546875
242,114.1475830078125
243,114.18236541748047
244,114.31053924560547
245,114.3797836303711
246,114.46490478515625
247,114.52459716796875
248,114.59293365478516
249,114.68740844726562
250,114.71011352539062
251,114.8719253540039
252,114.94589233398438
253,115.00094604492188
254,115.04500579833984
255,115.11299133300781
256,115.30404663085938
257,115.35006713867188
258,115.38954162597656
259,115.45905303955078
260,115.57047271728516
261,115.6729965209961
262,115.77544403076172
263,115.85216522216797
264,115.9021987915039
265,116.00077056884766
266,116.07096862792969
267,116.2508316040039
268,116.31754302978516
269,116.35006713867188
270,116.37586212158203
271,116.59920501708984
272,116.66423034667969
273,116.72819519042969
274,116.81633758544922
275,116.91311645507812
276,116.9957275390625
277,117.14994049072266
278,117.22318267822266
279,117.30738830566406
280,117.33025360107422
281,117.50372314453125
282,117.65276336669922
283,117.66708374023438
284,117.76454162597656
285,117.85657501220703
286,118.0044174194336
287,118.10086822509766
288,118.17154693603516
289,118.29203796386719
290,118.34532928466797
291,118.49493408203125
292,118.61198425292969
293,118.68854522705078
294,118.76427459716797
295,118.8821029663086
296,119.0306396484375
297,119.08796691894531
298,119.1983871459961
299,119.32846069335938
300,119.3783950805664
301,119.55587005615234
302,119.61820220947266
303,119.7263412475586
304,119.82093811035156
305,119.98924255371094
306,120.06690216064453
307,120.10078430175781
308,120.30561065673828
309,120.42447662353516
310,120.43811798095703
311,120.59270477294922
312,120.75785827636719
313,120.78446197509766
314,120.9316635131836
315,121.09213256835938
316,121.14344024658203
317,121.21293640136719
318,121.45014190673828
319,121.48875427246094
320,121.62371063232422
321,121.6700668334961
322,121.8536605834961
323,121.96991729736328
324,122.13703918457031
325,122.14864349365234
326,122.23016357421875
327,122.48017883300781
328,122.56705474853516
329,122.64813232421875
330,122.70869445800781
331,122.94306945800781
332,122.98438262939453
333,123.16434478759766
334,123.24900817871094
335,123.32939910888672
336,123.49067687988281
337,123.6539535522461
338,123.72119903564453
339,123.8353271484375
340,124.00608825683594
341,124.05420684814453
342,124.23542785644531
343,124.38622283935547
344,124.45514678955078
345,124.54248046875
346,124.75138854980469
347,124.82990264892578
348,124.97552490234375
349,125.10652923583984
350,125.18150329589844
351,125.332275390625
352,125.51387786865234
353,125.58421325683594
354,125.70256042480469
355,125.86952209472656
356,125.95829010009766
357,126.09083557128906
358,126.3060302734375
359,126.32953643798828
360,126.45559692382812
361,126.64619445800781
362,126.70320129394531
363,126.94501495361328
364,126.98715209960938
365,127.06007385253906
366,127.23799133300781
367,127.26704406738281
368,127.35389709472656
369,127.35395812988281
370,127.35694122314453
371,127.35816192626953
372,127.36369323730469
373,127.36579132080078
374,127.37419128417969
375,127.37696838378906
376,127.38813018798828
377,127.39147186279297
378,127.40552520751953
379,127.40935516357422
380,127.42603302001953
381,127.43054962158203
382,127.44974517822266
383,127.45500183105469
384,127.47615051269531
385,127.4824447631836
386,127.50472259521484
387,127.5126953125
388,127.5343246459961
389,127.5450210571289
390,127.56415557861328
391,127.57719421386719
392,127.59574890136719
393,127.59747314453125
394,127.61730194091797
395,127.63441467285156
396,127.65296173095703
397,127.67671966552734
398,127.69439697265625
399,127.72296905517578
400,127.74091339111328
401,127.7728271484375
402,127.79139709472656
403,127.82537078857422
404,127.83755493164062
405,127.85408020019531
406,127.87857818603516
407,127.90721893310547
408,127.92757415771484
409,127.96637725830078
410,127.9744644165039
411,128.02378845214844
412,128.03585815429688
413,128.0867156982422
414,128.10260009765625
415,128.15316772460938
416,128.1702117919922
417,128.2196502685547
418,128.23391723632812
419,128.2483673095703
420,128.28436279296875
421,128.30157470703125
422,128.3456268310547
423,128.36416625976562
424,128.40750122070312
425,128.4397430419922
426,128.46629333496094
427,128.48388671875
428,128.5272674560547
429,128.56539916992188
430,128.61546325683594
431,128.64781188964844
432,128.70579528808594
433,128.72044372558594
434,128.778076171875
435,128.7979736328125
436,128.8562469482422
437,128.88128662109375
438,128.90257263183594
439,128.9449005126953
440,128.96409606933594
441,129.04000854492188
442,129.0540008544922
443,129.1056365966797
444,129.12745666503906
445,129.14950561523438
446,129.1951904296875
447,129.2571563720703
448,129.28750610351562
449,129.36740112304688
450,129.3912811279297
451,129.47206115722656
452,129.49220275878906
453,129.56024169921875
454,129.56292724609375
455,129.5712890625
456,129.65126037597656
457,129.65878295898438
458,129.76339721679688
459,129.76622009277344
460,129.77256774902344
461,129.87481689453125
462,129.89743041992188
463,129.9622039794922
464,130.02316284179688
465,130.046875
466,130.13809204101562
467,130.16612243652344
468,130.233154296875
469,130.2391357421875
470,130.28541564941406
471,130.35020446777344
472,130.376708984375
473,130.44630432128906
474,130.46255493164062
475,130.48736572265625
476,130.58517456054688
477,130.63055419921875
478,130.7104949951172
479,130.77015686035156
480,130.8050079345703
481,130.8765869140625
482,130.9091339111328
483,130.91549682617188
484,130.99002075195312
485,131.041015625
486,131.1326446533203
487,131.14723205566406
488,131.16627502441406
489,131.25216674804688
490,131.29464721679688
491,131.37135314941406
492,131.4481964111328
493,131.51190185546875
494,131.57115173339844
495,131.60421752929688
496,131.63021850585938
497,131.68759155273438
498,131.72769165039062
499,131.841796875
500,131.863525390625
501,131.87135314941406
502,132.0087432861328
503,132.01971435546875
504,132.10476684570312
505,132.17721557617188
506,132.23712158203125
507,132.29226684570312
508,132.31222534179688
509,132.3922882080078
510,132.4387969970703
511,132.5024871826172
512,132.58453369140625
513,132.61676025390625
514,132.62655639648438
515,132.77255249023438
516,132.8074188232422
517,132.90541076660156
518,132.9501190185547
519,133.01437377929688
520,133.0267333984375
521,133.07643127441406
522,133.17495727539062
523,133.2547149658203
524,133.31982421875
525,133.33621215820312
526,133.4216766357422
527,133.4584503173828
528,133.57699584960938
529,133.63394165039062
530,133.72903442382812
531,133.75306701660156
532,133.77032470703125
533,133.84486389160156
534,133.93121337890625
535,134.00352478027344
536,134.08934020996094
537,134.14822387695312
538,134.16773986816406
539,134.2762451171875
540,134.3360137939453
541,134.4342803955078
542,134.46351623535156
543,134.51263427734375
544,134.60833740234375
545,134.64454650878906
546,134.71812438964844
547,134.8455047607422
548,134.88473510742188
549,134.8881072998047
550,135.0490264892578
551,135.08023071289062
552,135.16943359375
553,135.19944763183594
554,135.27609252929688
555,135.34507751464844
556,135.3956298828125
557,135.51336669921875
558,135.61410522460938
559,135.63465881347656
560,135.66725158691406
561,135.8059539794922
562,135.8511199951172
563,135.95986938476562
564,135.98648071289062
565,136.05758666992188
566,136.10403442382812
567,136.18600463867188
568,136.2964630126953
569,136.42124938964844
570,136.44998168945312
571,136.47084045410156
572,136.58702087402344
573,136.63856506347656
574,136.76593017578125
575,136.79505920410156
576,136.85836791992188
577,136.92974853515625
578,137.01715087890625
579,137.09088134765625
580,137.2506561279297
581,137.28907775878906
582,137.30128479003906
583,137.41946411132812
584,137.44456481933594
585,137.6076202392578
586,137.61471557617188
587,137.67752075195312
588,137.79432678222656
589,137.89002990722656
590,137.92703247070312
591,138.09422302246094
592,138.12762451171875
593,138.16319274902344
594,138.27403259277344
595,138.30203247070312
596,138.45191955566406
597,138.4932098388672
598,138.5337677001953
599,138.66661071777344
600,138.8033447265625
601,138.8114471435547
602,138.9500732421875
603,138.98797607421875
604,139.02310180664062
605,139.1744384765625
606,139.2014617919922
607,139.33631896972656
608,139.35447692871094
609,139.4725799560547
610,139.5559539794922
611,139.7236328125
612,139.74417114257812
613,139.81773376464844
614,139.87989807128906
615,139.89930725097656
616,140.1179962158203
617,140.14535522460938
618,140.22666931152344
619,140.2603759765625
620,140.45223999023438
621,140.48130798339844
622,140.64443969726562
623,140.67388916015625
624,140.68997192382812
625,140.82492065429688
626,140.8536376953125
627,141.05783081054688
628,141.10525512695312
629,141.1822509765625
630,141.213623046875
631,141.4099578857422
632,141.4547119140625
633,141.5719757080078
634,141.5967254638672
635,141.63397216796875
636,141.78717041015625
637,141.90673828125
638,142.01637268066406
639,142.02743530273438
640,142.19296264648438
641,142.23306274414062
642,142.36920166015625
643,142.40415954589844
644,142.48809814453125
645,142.62228393554688
646,142.66390991210938
647,142.7806396484375
648,142.93402099609375
649,143.00885009765625
650,143.0372314453125
651,143.19403076171875
652,143.20472717285156
653,143.4015350341797
654,143.4153289794922
655,143.44996643066406
656,143.6373748779297
657,143.79283142089844
658,143.8135223388672
659,143.8861846923828
660,144.0354766845703
661,144.07546997070312
662,144.2273712158203
663,144.24330139160156
664,144.3566131591797
665,144.45545959472656
666,144.62045288085938
667,144.6787109375
668,144.84127807617188
669,144.85711669921875
670,144.92337036132812
671,145.07435607910156
672,145.11940002441406
673,145.28611755371094
674,145.31268310546875
675,145.45655822753906
676,145.5336456298828
677,145.7432861328125
678,145.7917938232422
679,145.8359832763672
680,145.9343719482422
681,145.9459686279297
682,146.20367431640625
683,146.2813720703125
684,146.3248291015625
685,146.37539672851562
686,146.63400268554688
687,146.69749450683594
688,146.81658935546875
689,146.8352508544922
690,146.8385467529297
691,147.06614685058594
692,147.1984100341797
693,147.28724670410156
694,147.31297302246094
695,147.49850463867188
696,147.60154724121094
697,147.7310333251953
698,147.78067016601562
699,147.85455322265625
700,147.9586944580078
701,148.10997009277344
702,148.22361755371094
703,148.29754638671875
704,148.4429473876953
705,148.53118896484375
706,148.66140747070312
707,148.67149353027344
708,148.8968963623047
709,148.93325805664062
710,149.04908752441406
711,149.1212615966797
712,149.32826232910156
713,149.40380859375
714,149.4900360107422
715,149.60145568847656
716,149.61932373046875
717,149.86814880371094
718,149.95655822753906
719,150.01922607421875
720,150.1049041748047
721,150.32723999023438
722,150.37937927246094
723,150.46432495117188
724,150.58848571777344
725,150.61351013183594
726,150.80355834960938
727,150.99322509765625
728,151.0570831298828
729,151.1027069091797
730,151.30279541015625
731,151.44375610351562
732,151.47096252441406
733,151.5803680419922
734,151.58621215820312
735,151.8220977783203
736,152.0152130126953
737,152.06381225585938
738,152.1572265625
739,152.34373474121094
740,152.48304748535156
741,152.55117797851562
742,152.5534210205078
743,152.598388671875
744,152.85848999023438
745,153.0615234375
746,153.072021484375
747,153.2796173095703
748,153.35870361328125
749,153.52398681640625
750,153.5977020263672
751,153.64414978027344
752,153.67120361328125
753,153.85890197753906
754,154.13327026367188
755,154.15676879882812
756,154.3647918701172
757,154.4198760986328
758,154.57144165039062
759,154.67929077148438
760,154.7286376953125
761,154.81704711914062
762,154.88841247558594
763,155.20083618164062
764,155.2668914794922
765,155.43304443359375
766,155.56884765625
767,155.6405487060547
768,155.7284393310547
769,155.84759521484375
770,155.99057006835938
771,155.99412536621094
772,156.24998474121094
773,156.40306091308594
774,156.55853271484375
775,156.68373107910156
776,156.77598571777344
777,156.78579711914062
778,156.99957275390625
779,157.11920166015625
780,157.1945343017578
781,157.3377685546875
782,157.57073974609375
783,157.67190551757812
784,157.77784729003906
785,157.9093475341797
786,157.9641571044922
787,158.17977905273438
788,158.22496032714844
789,158.4281463623047
790,158.49436950683594
791,158.74867248535156
792,158.7886505126953
793,158.8892364501953
794,159.0835723876953
795,159.1749267578125
796,159.32186889648438
797,159.41647338867188
798,159.66873168945312
799,159.69210815429688
800,159.8999481201172
801,159.96046447753906
802,160.0626220703125
803,160.24818420410156
804,160.40589904785156
805,160.49559020996094
806,160.67213439941406
807,160.82376098632812
808,160.98341369628906
809,161.1021728515625
810,161.1141815185547
811,161.3218536376953
812,161.4027099609375
813,161.6581573486328
814,161.72039794921875
815,161.95809936523438
816,161.99444580078125
817,162.2475128173828
818,162.32261657714844
819,162.33859252929688
820,162.5802001953125
821,162.6381072998047
822,162.93338012695312
823,162.94775390625
824,163.19834899902344
825,163.29627990722656
826,163.42581176757812
827,163.55538940429688
828,163.6678924560547
829,163.83067321777344
830,163.98207092285156
831,164.16339111328125
832,164.2348175048828
833,164.47328186035156
834,164.59251403808594
835,164.67572021484375
836,164.77684020996094
837,165.04058837890625
838,165.12130737304688
839,165.3580780029297
840,165.40261840820312
841,165.56187438964844
842,165.76829528808594
843,165.7870330810547
844,165.9964141845703
845,165.99884033203125
846,166.00222778320312
847,166.01014709472656
848,166.01614379882812
849,166.02700805664062
850,166.03065490722656
851,166.0398406982422
852,166.0598602294922
853,166.0616455078125
854,166.08766174316406
855,166.0985870361328
856,166.1273193359375
857,166.14593505859375
858,166.177978515625
859,166.20240783691406
860,166.2383270263672
861,166.267822265625
862,166.30767822265625
863,166.34193420410156
864,166.38491821289062
865,166.41188049316406
866,166.42201232910156
867,166.4391326904297
868,166.47450256347656
869,166.51986694335938
870,166.5693817138672
871,166.6206817626953
872,166.67120361328125
873,166.68214416503906
874,166.7301025390625
875,166.7648162841797
876,166.820556640625
877,166.84742736816406
878,166.92137145996094
879,166.9272918701172
880,166.9646759033203
881,167.0319366455078
882,167.05308532714844
883,167.06103515625
884,167.1361083984375
885,167.1932373046875
886,167.27720642089844
887,167.3377227783203
888,167.35110473632812
889,167.43064880371094
890,167.4796142578125
891,167.54844665527344
892,167.60060119628906
893,167.6834259033203
894,167.70274353027344
895,167.76881408691406
896,167.84246826171875
897,167.85675048828125
898,167.95973205566406
899,168.02450561523438
900,168.04176330566406
901,168.14010620117188
902,168.2136688232422
903,168.2678985595703
904,168.28863525390625
905,168.3336181640625
906,168.3542938232422
907,168.3925018310547
908,168.4541015625
909,168.58816528320312
910,168.66165161132812
911,168.7124481201172
912,168.80392456054688
913,168.8799591064453
914,168.98681640625
915,169.01708984375
916,169.06080627441406
917,169.1374053955078
918,169.23806762695312
919,169.30105590820312
920,169.3678741455078
921,169.39990234375
922,169.49276733398438
923,169.58624267578125
924,169.62644958496094
925,169.67385864257812
926,169.7584991455078
927,169.78689575195312
928,169.84600830078125
929,169.90003967285156
930,170.07456970214844
931,170.0926055908203
932,170.1642303466797
933,170.3452911376953
934,170.3614044189453
935,170.44142150878906
936,170.54983520507812
937,170.63739013671875
938,170.70884704589844
939,170.7471466064453
940,170.76869201660156
941,170.84515380859375
942,170.97276306152344
943,171.0613250732422
944,171.06396484375
945,171.23451232910156
946,171.28895568847656
947,171.36480712890625
948,171.3811492919922
949,171.45626831054688
950,171.59657287597656
951,171.6949462890625
952,171.77842712402344
953,171.89334106445312
954,172.0043487548828
955,172.10690307617188
956,172.12245178222656
957,172.16107177734375
958,172.19668579101562
959,172.2973175048828
960,172.4083251953125
961,172.50204467773438
962,172.60336303710938
963,172.7547607421875
964,172.82122802734375
965,172.83694458007812
966,172.90122985839844
967,173.03118896484375
968,173.11863708496094
969,173.23153686523438
970,173.32760620117188
971,173.41473388671875
972,173.5309295654297
973,173.57211303710938
974,173.63780212402344
975,173.66946411132812
976,173.81527709960938
977,173.92958068847656
978,173.9642333984375
979,174.10707092285156
980,174.25213623046875
981,174.30859375
982,174.4249725341797
983,174.46588134765625
984,174.62196350097656
985,174.69602966308594
986,174.70150756835938
987,174.86793518066406
988,174.91912841796875
989,174.98826599121094
990,175.12753295898438
991,175.19105529785156
992,175.29995727539062
993,175.40892028808594
994,175.48178100585938
995,175.62725830078125
996,175.73947143554688
997,175.76942443847656
998,175.98187255859375
999,176.0746612548828
1000,176.13365173339844
1001,176.18455505371094
1002,176.24188232421875
1003,176.33306884765625
1004,176.50418090820312
1005,176.57162475585938
1006,176.66107177734375
1007,176.66976928710938
1008,176.8738555908203
1009,176.9820098876953
1010,177.1170654296875
1011,177.21121215820312
1012,177.28097534179688
1013,177.4378662109375
1014,177.57855224609375
1015,177.62158203125
1016,177.66888427734375
1017,177.71510314941406
1018,177.92771911621094
1019,178.05642700195312
1020,178.1157684326172
1021,178.1378631591797
1022,178.2434844970703
1023,178.3753662109375
1024,178.4785614013672
1025,178.62974548339844
1026,178.8135986328125
1027,178.8896026611328
1028,178.9691619873047
1029,179.0811309814453
1030,179.14486694335938
1031,179.21881103515625
1032,179.34695434570312
1033,179.49549865722656
1034,179.61227416992188
1035,179.72593688964844
1036,179.84249877929688
1037,179.8904571533203
1038,179.93008422851562
1039,180.07003784179688
1040,180.23565673828125
1041,180.38656616210938
1042,180.47262573242188
1043,180.55726623535156
1044,180.73089599609375
1045,180.78836059570312
1046,180.89077758789062
1047,180.99720764160156
1048,181.1342010498047
1049,181.1768341064453
1050,181.43064880371094
1051,181.54371643066406
1052,181.61097717285156
1053,181.61474609375
1054,181.7887725830078
1055,181.86581420898438
1056,181.9601287841797
1057,182.12725830078125
1058,182.255615234375
1059,182.3716583251953
1060,182.58346557617188
1061,182.64669799804688
1062,182.72508239746094
1063,182.75845336914062
1064,182.8825225830078
1065,183.1905517578125
1066,183.2235107421875
1067,183.400390625
1068,183.42156982421875
1069,183.49166870117188
1070,183.55674743652344
1071,183.63645935058594
1072,183.96075439453125
1073,184.0420379638672
1074,184.08767700195312
1075,184.31854248046875
1076,184.37669372558594
1077,184.4700164794922
1078,184.646484375
1079,184.7371368408203
1080,184.8795623779297
1081,184.9326171875
1082,185.21392822265625
1083,185.22152709960938
1084,185.2571258544922
1085,185.4147186279297
1086,185.56027221679688
1087,185.72360229492188
1088,185.89710998535156
1089,186.01861572265625
1090,186.06781005859375
1091,186.07962036132812
1092,186.39593505859375
1093,186.48110961914062
1094,186.5687713623047
1095,186.67630004882812
1096,186.8362274169922
1097,186.93667602539062
1098,187.1311492919922
1099,187.19793701171875
1100,187.39779663085938
1101,187.50198364257812
1102,187.59275817871094
1103,187.78512573242188
1104,187.81982421875
1105,187.91131591796875
1106,188.00889587402344
1107,188.24729919433594
1108,188.3289337158203
1109,188.49386596679688
1110,188.70933532714844
1111,188.72596740722656
1112,188.9793243408203
1113,189.07521057128906
1114,189.1111602783203
1115,189.2902374267578
1116,189.55751037597656
1117,189.60263061523438
1118,189.6224365234375
1119,189.6706085205078
1120,189.90211486816406
1121,189.9852752685547
1122,190.0570526123047
1123,190.48622131347656
1124,190.5572052001953
1125,190.69583129882812
1126,190.86163330078125
1127,190.87551879882812
1128,190.91610717773438
1129,191.1797332763672
1130,191.4001007080078
1131,191.4643096923828
1132,191.56497192382812
1133,191.5707244873047
1134,191.7816162109375
1135,191.80459594726562
1136,192.198486328125
1137,192.32635498046875
1138,192.3575439453125
1139,192.705810546875
1140,192.7364959716797
1141,192.81260681152344
1142,192.89129638671875
1143,193.1023406982422
1144,193.23434448242188
1145,193.24847412109375
1146,193.61587524414062
1147,193.64712524414062
1148,193.72666931152344
1149,194.0342559814453
