truth_index,truth_t,nearest_candidate_t,nearest_distance
0,101.31785100573138,101.3178510057314,1.4210854715202004e-14
1,103.72553804047834,105.44662305232609,1.721085011847748
2,105.44662305232609,105.44662305232609,0.0
3,107.1686111842764,105.44662305232609,1.7219881319503116
4,111.02953554316967,111.87465917699262,0.8451236338229506
5,111.87465917699264,111.87465917699262,1.4210854715202004e-14
6,114.32022091545271,114.32022091545272,1.4210854715202004e-14
7,116.22668032085755,114.32022091545272,1.9064594054048314
8,118.79078286597621,121.37012500242065,2.5793421364444384
9,121.37012500242065,121.37012500242065,0.0
10,122.94682929355258,121.37012500242065,1.5767042911319322
11,124.25681855434577,121.37012500242065,2.88669355192512
12,127.5166838795965,131.08768853093267,3.5710046513361675
13,129.57870419995606,131.08768853093267,1.5089843309766025
14,131.08768853093267,131.08768853093267,0.0
15,133.4977372029976,133.4977372029976,0.0
16,134.75650975337388,133.4977372029976,1.2587725503762783
17,138.11604205453344,139.7362089521214,1.62016689758795
18,139.7362089521214,139.7362089521214,0.0
19,141.12370740402113,139.7362089521214,1.387498451899745
20,143.11184580762063,143.11184580762063,0.0
21,146.0009824867655,146.0009824867655,0.0
22,147.42276534255961,146.0009824867655,1.4217828557941061
23,150.05352042078488,150.05352042078488,0.0
24,150.92525761224147,150.05352042078488,0.8717371914565888
25,153.0246938111989,150.05352042078488,2.971173390414009
26,156.11290929423788,157.59759181759404,1.484682523356156
27,157.59759181759406,157.59759181759404,2.842170943040401e-14
28,158.8499881714205,157.59759181759404,1.2523963538264695
29,161.18896413759603,163.03070968718197,1.8417455495859372
30,163.030709687182,163.03070968718197,2.842170943040401e-14
31,165.5370691879004,167.1844399781745,1.6473707902740955
32,167.1844399781745,167.1844399781745,0.0
33,169.09451541556882,167.1844399781745,1.9100754373943118
34,169.9119764794117,167.1844399781745,2.727536501237182
35,173.41153651959155,174.7541915233657,1.342655003774155
36,174.75419152336573,174.7541915233657,2.842170943040401e-14
37,176.44143429771043,174.7541915233657,1.6872427743447247
38,178.37740777609997,178.37740777609997,0.0
39,179.916484020257,178.37740777609997,1.5390762441570303
40,182.20707848436646,184.8744678483875,2.6673893640210338
41,184.8744678483875,184.8744678483875,0.0
42,185.59878367770747,184.8744678483875,0.724315829319977
43,187.22892258350186,189.41615865601693,2.187236072515077
44,189.41615865601693,189.41615865601693,0.0
45,192.0266563607138,193.0797266038457,1.0530702431319128
46,193.0797266038457,193.0797266038457,0.0
47,195.26539667952923,196.87648184095832,1.611085161429088
48,196.87648184095832,196.87648184095832,0.0
49,198.01530967625192,196.87648184095832,1.138827835293597
50,201.2647519437038,204.18967180310455,2.9249198594007453
51,202.49359451414054,204.18967180310455,1.6960772889640054
52,204.18967180310455,204.18967180310455,0.0
53,205.3946972021633,204.18967180310455,1.2050253990587407
54,207.90625888780622,209.57650971685626,1.6702508290500475
55,209.57650971685626,209.57650971685626,0.0
56,211.6908625953653,213.34791935971265,1.6570567643473453
57,213.34791935971268,213.34791935971265,2.842170943040401e-14
58,214.54704478349143,214.5470447834914,2.842170943040401e-14
59,216.1695385082637,214.5470447834914,1.622493724772312
60,219.0675963490214,219.06759634902136,2.842170943040401e-14
61,220.714918839314,219.06759634902136,1.6473224902926518
62,221.43070555469333,219.06759634902136,2.363109205671975
63,224.00700025460432,224.00700025460435,2.842170943040401e-14
64,224.9833246695823,224.00700025460435,0.9763244149779382
65,227.4214442796793,229.33741330552533,1.9159690258460387
66,229.33741330552536,229.33741330552533,2.842170943040401e-14
67,231.25018870049917,229.33741330552533,1.9127753949738349
68,231.98723525318024,233.69340417890834,1.7061689257280932
69,233.6934041789083,233.69340417890834,2.842170943040401e-14
70,236.5242296658162,237.7698204809252,1.2455908151090114
71,237.7698204809252,237.7698204809252,0.0
72,239.55547757332764,241.0491577962166,1.493680222888969
73,241.04915779621658,241.0491577962166,2.842170943040401e-14
74,242.8232719342226,241.0491577962166,1.7741141380059844
75,244.07089849707816,241.0491577962166,3.0217407008615567
76,247.1369900748975,249.5736896447072,2.43669956980969
77,248.10199006014847,249.5736896447072,1.4716995845587348
78,249.5736896447072,249.5736896447072,0.0
79,251.014947795016,249.5736896447072,1.441258150308812
80,253.06998674799948,253.06998674799945,2.842170943040401e-14
81,255.30625645491403,255.30625645491403,0.0
82,256.38071369443446,255.30625645491403,1.0744572395204273
83,258.6104394915314,259.87440698967805,1.2639674981466555
84,259.874406989678,259.87440698967805,5.684341886080802e-14
85,260.8050845045969,259.87440698967805,0.9306775149188411
86,263.57389390487015,265.55785183887633,1.9839579340061846
87,265.55785183887633,265.55785183887633,0.0
88,266.6149737815011,266.614973781501,5.684341886080802e-14
89,267.92191508282406,266.614973781501,1.306941301323036
90,269.9704490239976,269.9704490239976,0.0
91,271.494055641645,269.9704490239976,1.5236066176473742
92,273.4596091884033,273.4596091884033,0.0
93,275.58749264934386,276.4520495031329,0.864556853789054
94,276.4520495031329,276.4520495031329,0.0
95,278.25074352984194,279.22925092774517,0.978507397903229
96,279.22925092774517,279.22925092774517,0.0
97,282.4651147650521,282.465114765052,5.684341886080802e-14
98,283.2111857332339,282.465114765052,0.7460709681818685
99,284.83596398090475,286.6674453630029,1.8314813820981612
100,286.6674453630029,286.6674453630029,0.0
101,287.9119205014222,286.6674453630029,1.2444751384192614
102,289.5798549292188,291.8462913290674,2.266436399848601
103,291.8462913290674,291.8462913290674,0.0
104,293.5584341393563,291.8462913290674,1.7121428102888672
105,294.9653696192655,295.5732548789583,0.6078852596928073
106,295.57325487895827,295.5732548789583,5.684341886080802e-14
107,297.97927706194344,299.84032605372136,1.8610489917779205
108,299.8403260537213,299.84032605372136,5.684341886080802e-14
109,301.64932546219416,301.64932546219416,0.0
110,302.6967495896069,301.64932546219416,1.0474241274127394
111,304.8643713408573,305.72891260203687,0.8645412611795678
112,305.7289126020368,305.72891260203687,5.684341886080802e-14
113,307.2194961281701,307.21949612817,5.684341886080802e-14
114,310.1094631467019,311.165141530356,1.055678383654083
115,311.165141530356,311.165141530356,0.0
116,312.4278011806009,311.165141530356,1.2626596502449274
117,313.9852857311589,315.4756160894757,1.4903303583167826
118,315.47561608947575,315.4756160894757,5.684341886080802e-14
119,317.7348059423702,318.85310425631656,1.1182983139463545
120,318.8531042563166,318.85310425631656,5.684341886080802e-14
121,321.1601343091136,322.14455867248296,0.984424363369385
122,322.14455867248296,322.14455867248296,0.0
123,323.4669695575121,322.14455867248296,1.3224108850291145
124,324.8628660517396,324.8628660517396,0.0
125,327.44390126190547,329.03307168048093,1.5891704185754634
126,329.03307168048093,329.03307168048093,0.0
127,329.9532397282339,329.03307168048093,0.9201680477529521
128,331.4744675826634,331.47446758266346,5.684341886080802e-14
129,333.64537852486984,334.2113548332444,0.5659763083745588
130,334.2113548332444,334.2113548332444,0.0
131,336.84185042839067,334.2113548332444,2.6304955951462716
132,338.3399928508066,341.0422611110465,2.7022682602399186
133,339.85821672536355,341.0422611110465,1.1840443856829665
134,341.04226111104657,341.0422611110465,5.684341886080802e-14
135,342.0548775103636,341.0422611110465,1.0126163993170962
136,344.6617029402523,346.34787056601,1.6861676257576619
137,346.34787056600993,346.34787056601,5.684341886080802e-14
138,347.2726775844205,346.34787056601,0.9248070184104904
139,349.31626087069617,350.40841934919206,1.0921584784958895
140,350.4084193491921,350.40841934919206,5.684341886080802e-14
141,351.87864902535927,351.8786490253593,5.684341886080802e-14
142,353.4889004887188,351.8786490253593,1.610251463359475
143,356.0175749772649,357.1513022520396,1.1337272747746852
144,357.1513022520396,357.1513022520396,0.0
145,357.95268510163226,357.1513022520396,0.8013828495926418
146,359.74375495311443,359.7437549531145,5.684341886080802e-14
147,361.28936169580464,359.7437549531145,1.545606742690154
148,363.33133057897385,364.736024114089,1.4046935351151433
149,364.736024114089,364.736024114089,0.0
150,366.2127102883313,364.736024114089,1.4766861742423316
151,367.9935754817403,368.9684380957344,0.9748626139941052
152,368.96843809573437,368.9684380957344,5.684341886080802e-14
153,370.050919212106,368.9684380957344,1.0824811163715822
154,373.06192837211285,373.8648739109086,0.8029455387957682
155,373.86487391090856,373.8648739109086,5.684341886080802e-14
156,375.82591276673935,375.8259127667393,5.684341886080802e-14
157,376.32409223066804,375.8259127667393,0.49817946392875
158,378.4366802499655,379.87297534653237,1.4362950965668801
159,379.87297534653237,379.87297534653237,0.0
160,381.4844686171865,381.4844686171865,0.0
161,383.44352944953647,384.95611681486366,1.5125873653271924
162,384.95611681486366,384.95611681486366,0.0
163,385.86130084597426,384.95611681486366,0.9051840311105934
164,387.222890222388,388.8461283542323,1.623238131844289
165,388.84612835423223,388.8461283542323,5.684341886080802e-14
166,391.45608356363806,391.456083563638,5.684341886080802e-14
167,392.2450833395191,391.456083563638,0.7889997758811091
168,393.427743844434,391.456083563638,1.9716602807960157
169,395.5828700109937,396.3818542225922,0.7989842115985084
170,396.3818542225922,396.3818542225922,0.0
171,397.9187362096142,396.3818542225922,1.5368819870220136
172,399.9851198761949,396.3818542225922,3.603265653602705
