t,abs_zeta,hardy_z,bracket_left,bracket_right,bracket_width,iterations,window_index,method,index_in_run
167.1844399781745,3.301191847385485e-14,7.7225141471731715e-31,167.1794399781745,167.1894399781745,0.009999999999990905,90,14,hybrid_dtes_guided_hardy_z_bisection,14
174.75419152336573,9.859242557322613e-15,9.615712780318746e-31,174.7491915233657,174.7591915233657,0.009999999999990905,93,15,hybrid_dtes_guided_hardy_z_bisection,15
178.37740777609997,2.0550259869864676e-14,5.28740020681885e-31,178.37240777609998,178.38240777609997,0.009999999999990905,92,16,hybrid_dtes_guided_hardy_z_bisection,16
184.8744678483875,1.3151600835162034e-14,2.8410633710705066e-31,184.8694678483875,184.8794678483875,0.009999999999990905,91,17,hybrid_dtes_guided_hardy_z_bisection,17
189.41615865601693,3.5756458315189625e-14,-3.797352041040388e-34,189.41115865601694,189.42115865601693,0.009999999999990905,95,18,hybrid_dtes_guided_hardy_z_bisection,18
193.0797266038457,9.675912158623648e-15,-6.31227010781251e-31,193.0747266038457,193.0847266038457,0.009999999999990905,91,19,hybrid_dtes_guided_hardy_z_bisection,19
196.87648184095832,6.655227392334708e-15,9.671330412421155e-31,196.87148184095832,196.88148184095832,0.009999999999990905,93,20,hybrid_dtes_guided_hardy_z_bisection,20
204.18967180310455,8.991978087245197e-15,8.404818098680372e-32,204.18467180310455,204.19467180310454,0.009999999999990905,92,21,hybrid_dtes_guided_hardy_z_bisection,21
209.57650971685626,6.060208319954375e-16,-7.440189489921886e-31,209.57150971685627,209.58150971685626,0.009999999999990905,93,22,hybrid_dtes_guided_hardy_z_bisection,22
213.34791935971268,2.8795585098692205e-14,-9.142146687008933e-31,213.34291935971265,213.35291935971264,0.009999999999990905,91,23,hybrid_dtes_guided_hardy_z_bisection,23
214.54704478349143,1.4972995548157426e-14,-9.60222719243788e-31,214.5420447834914,214.5520447834914,0.009999999999990905,92,24,hybrid_dtes_guided_hardy_z_bisection,24
219.0675963490214,8.674887681403687e-14,8.664288450954789e-31,219.06259634902136,219.07259634902135,0.009999999999990905,94,25,hybrid_dtes_guided_hardy_z_bisection,25
224.00700025460432,4.027644031424858e-14,-2.502076894199055e-31,224.00200025460435,224.01200025460435,0.009999999999990905,92,26,hybrid_dtes_guided_hardy_z_bisection,26
229.33741330552536,4.4193807563711245e-14,-9.343984954513923e-31,229.33241330552534,229.34241330552533,0.009999999999990905,91,27,hybrid_dtes_guided_hardy_z_bisection,27
233.6934041789083,2.7667827103885924e-15,6.492452070286233e-32,233.68840417890834,233.69840417890833,0.009999999999990905,95,28,hybrid_dtes_guided_hardy_z_bisection,28
237.7698204809252,1.1762786222514335e-14,3.8891908549666307e-31,237.7648204809252,237.7748204809252,0.009999999999990905,91,29,hybrid_dtes_guided_hardy_z_bisection,29
241.04915779621658,1.8718566414457467e-14,1.157334024294986e-31,241.0441577962166,241.0541577962166,0.009999999999990905,94,30,hybrid_dtes_guided_hardy_z_bisection,30
249.5736896447072,2.1272944746576428e-14,6.278864307573615e-31,249.5686896447072,249.5786896447072,0.009999999999990905,89,31,hybrid_dtes_guided_hardy_z_bisection,31
253.06998674799948,1.53965079114077e-14,4.535336062008549e-32,253.06498674799946,253.07498674799945,0.009999999999990905,95,32,hybrid_dtes_guided_hardy_z_bisection,32
255.30625645491403,2.3951887198517976e-14,-5.0332846817044935e-31,255.30125645491404,255.31125645491403,0.009999999999990905,94,33,hybrid_dtes_guided_hardy_z_bisection,33
259.874406989678,6.137650814159266e-16,-4.285269587356724e-31,259.86940698967805,259.87940698967805,0.009999999999990905,91,34,hybrid_dtes_guided_hardy_z_bisection,34
265.55785183887633,2.4540477558364137e-14,1.9368563690182118e-31,265.55285183887634,265.5628518388763,0.009999999999990905,93,35,hybrid_dtes_guided_hardy_z_bisection,35
266.6149737815011,5.1594669579713245e-14,7.327691501857268e-31,266.609973781501,266.619973781501,0.009999999999990905,92,36,hybrid_dtes_guided_hardy_z_bisection,36
269.9704490239976,1.0771886222192723e-14,3.761951321258483e-31,269.9654490239976,269.9754490239976,0.009999999999990905,94,37,hybrid_dtes_guided_hardy_z_bisection,37
273.4596091884033,6.674175255726654e-14,-3.119133354896274e-31,273.4546091884033,273.4646091884033,0.009999999999990905,94,38,hybrid_dtes_guided_hardy_z_bisection,38
276.4520495031329,7.336101212080814e-14,-7.772692948258871e-31,276.4470495031329,276.4570495031329,0.009999999999990905,93,39,hybrid_dtes_guided_hardy_z_bisection,39
279.22925092774517,6.630461790908266e-14,-6.048740751587877e-31,279.2242509277452,279.23425092774517,0.009999999999990905,92,40,hybrid_dtes_guided_hardy_z_bisection,40
282.4651147650521,9.864113114603012e-15,-1.189374562886602e-31,282.460114765052,282.470114765052,0.009999999999990905,94,41,hybrid_dtes_guided_hardy_z_bisection,41
286.6674453630029,4.6820887479067946e-14,9.347075687829909e-32,286.6624453630029,286.6724453630029,0.009999999999990905,93,42,hybrid_dtes_guided_hardy_z_bisection,42
291.8462913290674,2.127017551480257e-14,2.367434624040818e-31,291.8412913290674,291.8512913290674,0.009999999999990905,93,43,hybrid_dtes_guided_hardy_z_bisection,43
295.57325487895827,3.486827946555864e-14,-4.028093975867352e-31,295.5682548789583,295.5782548789583,0.009999999999990905,90,44,hybrid_dtes_guided_hardy_z_bisection,44
299.8403260537213,6.530096646449628e-14,8.748158891227703e-31,299.83532605372136,299.84532605372135,0.009999999999990905,91,45,hybrid_dtes_guided_hardy_z_bisection,45
301.64932546219416,6.879324736006649e-14,-3.418686438736616e-31,301.64432546219416,301.65432546219415,0.009999999999990905,94,46,hybrid_dtes_guided_hardy_z_bisection,46
305.7289126020368,1.9949862881607994e-14,-8.752464370367128e-31,305.7239126020369,305.73391260203687,0.009999999999990905,92,47,hybrid_dtes_guided_hardy_z_bisection,47
307.2194961281701,2.291203277061262e-13,3.182130916884683e-32,307.21449612817,307.22449612817,0.009999999999990905,94,48,hybrid_dtes_guided_hardy_z_bisection,48
311.165141530356,6.993767903146876e-15,-7.349723840368639e-31,311.160141530356,311.170141530356,0.009999999999990905,92,49,hybrid_dtes_guided_hardy_z_bisection,49
315.47561608947575,7.719861500062487e-14,-2.663445376863303e-31,315.4706160894757,315.4806160894757,0.009999999999990905,92,50,hybrid_dtes_guided_hardy_z_bisection,50
318.8531042563166,8.347886241494034e-15,-5.485732379634881e-32,318.84810425631656,318.85810425631655,0.009999999999990905,92,51,hybrid_dtes_guided_hardy_z_bisection,51
322.14455867248296,5.3809286818611553e-14,-5.7843582532824925e-31,322.13955867248296,322.14955867248295,0.009999999999990905,92,52,hybrid_dtes_guided_hardy_z_bisection,52
324.8628660517396,6.553382385843274e-14,-3.3907822120956235e-31,324.8578660517396,324.8678660517396,0.009999999999990905,94,53,hybrid_dtes_guided_hardy_z_bisection,53
329.03307168048093,9.226153846885727e-15,-1.3445629100676775e-31,329.02807168048093,329.0380716804809,0.009999999999990905,93,54,hybrid_dtes_guided_hardy_z_bisection,54
331.4744675826634,8.97654583702603e-14,-7.261241962278359e-31,331.46946758266347,331.47946758266346,0.009999999999990905,93,55,hybrid_dtes_guided_hardy_z_bisection,55
334.2113548332444,3.8813373636892834e-14,-6.44177447911225e-32,334.2063548332444,334.2163548332444,0.009999999999990905,94,56,hybrid_dtes_guided_hardy_z_bisection,56
341.04226111104657,1.8839515345766268e-14,8.362635900496842e-31,341.0372611110465,341.0472611110465,0.009999999999990905,93,57,hybrid_dtes_guided_hardy_z_bisection,57
346.34787056600993,4.976902895742376e-14,-1.5939676157295047e-31,346.34287056601,346.35287056601,0.009999999999990905,94,58,hybrid_dtes_guided_hardy_z_bisection,58
350.4084193491921,2.163920099910492e-15,4.534025798013601e-31,350.40341934919206,350.41341934919205,0.009999999999990905,93,59,hybrid_dtes_guided_hardy_z_bisection,59
351.87864902535927,4.187899106083572e-14,3.984434115214992e-31,351.8736490253593,351.8836490253593,0.009999999999990905,93,60,hybrid_dtes_guided_hardy_z_bisection,60
357.1513022520396,3.850632056306781e-14,-5.906183827665363e-31,357.1463022520396,357.1563022520396,0.009999999999990905,92,61,hybrid_dtes_guided_hardy_z_bisection,61
359.74375495311443,7.706225482019938e-14,2.196232584248686e-31,359.7387549531145,359.7487549531145,0.009999999999990905,94,62,hybrid_dtes_guided_hardy_z_bisection,62
364.736024114089,2.4002658840491444e-14,4.379754925962492e-31,364.731024114089,364.741024114089,0.009999999999990905,94,63,hybrid_dtes_guided_hardy_z_bisection,63
368.96843809573437,4.017539966043131e-14,7.986741497226528e-31,368.96343809573443,368.9734380957344,0.009999999999990905,90,64,hybrid_dtes_guided_hardy_z_bisection,64
373.86487391090856,2.595288046849148e-14,4.445638689472729e-31,373.8598739109086,373.8698739109086,0.009999999999990905,91,65,hybrid_dtes_guided_hardy_z_bisection,65
375.82591276673935,2.2674065576834342e-14,-4.659424802318277e-31,375.8209127667393,375.8309127667393,0.009999999999990905,92,66,hybrid_dtes_guided_hardy_z_bisection,66
379.87297534653237,1.1032279395227555e-13,-6.129856825921883e-32,379.8679753465324,379.87797534653237,0.009999999999990905,94,67,hybrid_dtes_guided_hardy_z_bisection,67
381.4844686171865,1.4331001462438324e-13,6.542962604904359e-32,381.4794686171865,381.4894686171865,0.009999999999990905,95,68,hybrid_dtes_guided_hardy_z_bisection,68
384.95611681486366,5.729983046038153e-14,-5.146863455384656e-31,384.95111681486367,384.96111681486366,0.009999999999990905,93,69,hybrid_dtes_guided_hardy_z_bisection,69
388.84612835423223,1.6475557737422638e-13,4.931487063942698e-31,388.8411283542323,388.8511283542323,0.009999999999990905,95,70,hybrid_dtes_guided_hardy_z_bisection,70
391.45608356363806,4.158520495842205e-14,3.173170001106865e-31,391.451083563638,391.461083563638,0.009999999999990905,94,71,hybrid_dtes_guided_hardy_z_bisection,71
396.3818542225922,3.191227435533159e-14,-9.305606483641417e-31,396.3768542225922,396.3868542225922,0.009999999999990905,92,72,hybrid_dtes_guided_hardy_z_bisection,72
