t,abs_zeta,hardy_z,bracket_left,bracket_right,bracket_width,iterations,window_index,method,index_in_run
101.31785100573138,3.5422857690865914e-14,1.5415430606663158e-31,101.3128510057314,101.3228510057314,0.009999999999990905,93,1,hybrid_dtes_guided_hardy_z_bisection,1
105.44662305232609,8.419725772877462e-15,1.4308298049409065e-31,105.4416230523261,105.45162305232608,0.009999999999990905,93,2,hybrid_dtes_guided_hardy_z_bisection,2
111.87465917699264,3.966921383222685e-15,9.66794688036034e-31,111.86965917699263,111.87965917699262,0.009999999999990905,92,3,hybrid_dtes_guided_hardy_z_bisection,3
114.32022091545271,7.042728375194567e-15,-4.3566175742191235e-31,114.31522091545273,114.32522091545272,0.009999999999990905,93,4,hybrid_dtes_guided_hardy_z_bisection,4
121.37012500242065,9.365773181018965e-15,-4.903511688944812e-31,121.36512500242065,121.37512500242065,0.009999999999990905,93,5,hybrid_dtes_guided_hardy_z_bisection,5
131.08768853093267,3.079663720067316e-14,7.001842371067961e-31,131.08268853093267,131.09268853093266,0.009999999999990905,92,6,hybrid_dtes_guided_hardy_z_bisection,6
133.4977372029976,3.101926131809299e-14,-4.0403927371870265e-31,133.4927372029976,133.5027372029976,0.009999999999990905,90,7,hybrid_dtes_guided_hardy_z_bisection,7
139.7362089521214,1.9905747411003675e-14,-3.871986275120679e-31,139.7312089521214,139.74120895212138,0.009999999999990905,93,8,hybrid_dtes_guided_hardy_z_bisection,8
143.11184580762063,1.0272105798977224e-14,3.714758486283992e-31,143.10684580762063,143.11684580762062,0.009999999999990905,92,9,hybrid_dtes_guided_hardy_z_bisection,9
146.0009824867655,6.024077039619984e-14,4.09529266173184e-31,145.9959824867655,146.0059824867655,0.009999999999990905,93,10,hybrid_dtes_guided_hardy_z_bisection,10
150.05352042078488,5.693782984319461e-16,-9.50987442485272e-31,150.04852042078488,150.05852042078487,0.009999999999990905,91,11,hybrid_dtes_guided_hardy_z_bisection,11
157.59759181759406,1.9604891353351778e-16,1.3761156748058968e-31,157.59259181759404,157.60259181759403,0.009999999999990905,93,12,hybrid_dtes_guided_hardy_z_bisection,12
163.030709687182,5.248641800677097e-14,3.073605030904037e-32,163.02570968718197,163.03570968718196,0.009999999999990905,95,13,hybrid_dtes_guided_hardy_z_bisection,13
