candidate_index,t,score
0,105.44662305232609,5.033970307108481
1,114.32022091545272,5.104267223850381
2,129.57870419995606,4.891623672806655
3,131.08768853093267,4.8645019851712865
4,133.4977372029976,4.808192909020783
5,139.7362089521214,4.977639547496142
6,143.11184580762063,4.805675859493504
7,147.42276534255961,4.826156642811312
8,150.05352042078488,4.881246557195094
9,157.59759181759404,5.098640890583363
