window,recall,missed
0.005,0.3448275862068966,19
0.01,0.3448275862068966,19
0.02,0.3448275862068966,19
0.03,0.3448275862068966,19
0.04,0.3448275862068966,19
0.05,0.3448275862068966,19
0.06,0.3448275862068966,19
0.08,0.3448275862068966,19
0.1,0.3448275862068966,19
0.12,0.3448275862068966,19
0.15,0.3448275862068966,19
0.2,0.3448275862068966,19
