u,v,t_u,t_v,distance,score_diff,score_mean,color,color_reason
0,1,101.3178510057314,103.72553804047834,2.4076870347469423,0.15945407375068132,4.915861212722678,green,boundary-road
0,2,101.3178510057314,105.44662305232609,4.12877204659469,0.03838205751046253,5.01477927835325,green,boundary-road
0,3,101.3178510057314,107.16861118427641,5.850760178545016,0.16538272185366232,4.912896888671187,green,boundary-road
0,4,101.3178510057314,111.02953554316969,9.711684537438288,0.2636954037325765,4.86374054773173,violet,bridge/gap-road
0,5,101.3178510057314,111.87465917699262,10.556808171261224,0.18305977624744152,4.904058361474298,violet,bridge/gap-road
0,6,101.3178510057314,114.32022091545272,13.002369909721324,0.10867897425236261,5.0499277367242,violet,bridge/gap-road
1,2,103.72553804047834,105.44662305232609,1.721085011847748,0.19783613126114385,4.9350522414779086,green,boundary-road
1,3,103.72553804047834,107.16861118427641,3.443073143798074,0.005928648102980993,4.833169851795846,green,boundary-road
1,4,103.72553804047834,111.02953554316969,7.303997502691345,0.10424132998189517,4.78401351085639,violet,bridge/gap-road
1,5,103.72553804047834,111.87465917699262,8.149121136514282,0.023605702496760195,4.8243313245989565,violet,bridge/gap-road
1,6,103.72553804047834,114.32022091545272,10.594682874974382,0.26813304800304394,4.970200699848859,violet,bridge/gap-road
2,3,105.44662305232609,107.16861118427641,1.7219881319503259,0.20376477936412485,4.9320879174264185,blue,local-road
2,4,105.44662305232609,111.02953554316969,5.582912490843597,0.302077461243039,4.882931576486961,blue,local-road
2,5,105.44662305232609,111.87465917699262,6.428036124666534,0.22144183375790405,4.923249390229529,blue,local-road
2,6,105.44662305232609,114.32022091545272,8.873597863126633,0.07029691674190008,5.0691187654794305,violet,bridge/gap-road
3,4,107.16861118427641,111.02953554316969,3.8609243588932713,0.09831268187891418,4.781049186804899,blue,local-road
3,5,107.16861118427641,111.87465917699262,4.706047992716208,0.0176770543937792,4.8213670005474665,red,energy-similar
3,6,107.16861118427641,114.32022091545272,7.151609731176308,0.27406169610602493,4.967236375797368,violet,bridge/gap-road
4,5,111.02953554316969,111.87465917699262,0.8451236338229364,0.08063562748513498,4.772210659608009,blue,local-road
4,6,111.02953554316969,114.32022091545272,3.2906853722830363,0.3723743779849391,4.918080034857912,blue,local-road
4,7,111.02953554316969,116.22668032085755,5.197144777687868,0.18541271355978228,4.824599202645333,blue,local-road
5,6,111.87465917699262,114.32022091545272,2.4455617384601,0.29173875049980413,4.9583978486004785,blue,local-road
5,7,111.87465917699262,116.22668032085755,4.352021143864931,0.10477708607464731,4.864917016387901,blue,local-road
5,8,111.87465917699262,118.79078286597621,6.916123688983589,0.15168535144360096,4.888371149072377,violet,bridge/gap-road
6,7,114.32022091545272,116.22668032085755,1.9064594054048314,0.18696166442515683,5.010786391637803,blue,local-road
6,8,114.32022091545272,118.79078286597621,4.470561950523489,0.14005339905620318,5.034240524322279,blue,local-road
6,9,114.32022091545272,121.37012500242065,7.049904086967928,0.1640277868519613,5.0222533304244,violet,bridge/gap-road
7,8,116.22668032085755,118.79078286597621,2.564102545118658,0.04690826536895365,4.940759692109701,red,energy-similar
7,9,116.22668032085755,121.37012500242065,5.143444681563096,0.022933877573195538,4.928772498211822,red,energy-similar
7,10,116.22668032085755,122.94682929355258,6.7201489726950285,0.02709425844550495,4.930852688647977,red,energy-similar
8,9,118.79078286597621,121.37012500242065,2.5793421364444384,0.023974387795758112,4.952226630896298,red,energy-similar
8,10,118.79078286597621,122.94682929355258,4.156046427576371,0.0198140069234487,4.9543068213324535,red,energy-similar
8,11,118.79078286597621,124.25681855434576,5.466035688369544,0.12293305423398593,4.902747297677185,blue,local-road
9,10,121.37012500242065,122.94682929355258,1.5767042911319322,0.0041603808723094104,4.942319627434575,red,energy-similar
9,11,121.37012500242065,124.25681855434576,2.886693551925106,0.09895866643822782,4.890760103779305,blue,local-road
9,12,121.37012500242065,127.51668387959648,6.146558877175835,0.047024135044360094,4.91672736947624,red,energy-similar
10,11,122.94682929355258,124.25681855434576,1.3099892607931736,0.10311904731053723,4.8928402942154605,blue,local-road
10,12,122.94682929355258,127.51668387959648,4.569854586043903,0.051184515916669504,4.918807559912395,red,energy-similar
10,13,122.94682929355258,129.57870419995606,6.631874906403482,0.05277614506407424,4.918011745338692,blue,local-road
11,12,124.25681855434576,127.51668387959648,3.259865325250729,0.05193453139386772,4.867248036257125,red,energy-similar
11,13,124.25681855434576,129.57870419995606,5.321885645610308,0.050342902246462984,4.866452221683423,red,energy-similar
11,14,124.25681855434576,131.08768853093267,6.830869976586911,0.02322121461109461,4.852891377865739,violet,bridge/gap-road
12,13,127.51668387959648,129.57870419995606,2.0620203203595793,0.0015916291474047384,4.892419487380357,red,energy-similar
